id,name,nameDisplay,abv,isRetired,createDate,updateDate,style.category.name,style.category.createDate,style.name,style.shortName,style.description,style.ibuMin,style.ibuMax,style.abvMin,style.abvMax,style.srmMin,style.srmMax,style.ogMin,style.fgMin,style.fgMax,style.createDate,style.updateDate,style.ogMax,ibu,available.name,available.description,Brewery,year,style.category.description,style.category.updateDate,Average ABV,Average IBU
VeGNfA,Enjoy By IPA 09.21.12,Enjoy By IPA 09.21.12,9.4,N,2015-01-29 20:08:47,2015-01-29 20:08:47,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",65.0,100.0,7.5,10.5,5.0,13.0,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,,88.0,Limited,Limited availability.,Stone Brewing,,,,,
DYbEZm,Enjoy By IPA 10.25.13,Enjoy By IPA 10.25.13,9.4,N,2015-01-29 20:10:48,2015-01-29 20:10:48,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",65.0,100.0,7.5,10.5,5.0,13.0,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,,88.0,Limited,Limited availability.,Stone Brewing,,,,,
4HwHcZ,Enjoy By IPA 10.31.14,Enjoy By IPA 10.31.14,9.4,N,2014-09-16 18:26:44,2015-12-17 18:22:19,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50.0,70.0,6.3,7.5,6.0,14.0,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,,,Limited,Limited availability.,Stone Brewing,,,,,
7xzBob,Enjoy By IPA 11.09.12,Enjoy By IPA 11.09.12,9.4,N,2015-01-29 20:09:04,2015-01-29 20:09:04,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",65.0,100.0,7.5,10.5,5.0,13.0,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,,88.0,Limited,Limited availability.,Stone Brewing,,,,,
psK2jD,Enjoy By IPA 11.12.13,Enjoy By IPA 11.12.13,9.4,N,2015-01-29 20:11:04,2015-01-29 20:11:04,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",65.0,100.0,7.5,10.5,5.0,13.0,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,,88.0,Limited,Limited availability.,Stone Brewing,,,,,
J9DHKx,Enjoy By IPA 12.05.14,Enjoy By IPA 12.05.14,9.4,N,2015-01-29 20:12:02,2015-01-29 20:12:02,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",65.0,100.0,7.5,10.5,5.0,13.0,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,,88.0,Limited,Limited availability.,Stone Brewing,,,,,
SC2qse,Enjoy By IPA 12.13.13,Enjoy By IPA 12.13.13,9.4,N,2015-01-29 20:11:18,2015-01-29 20:11:18,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",65.0,100.0,7.5,10.5,5.0,13.0,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,,88.0,Limited,Limited availability.,Stone Brewing,,,,,
hlwEZV,Enjoy By IPA 12.26.14,Enjoy By IPA 12.26.14,9.4,N,2014-11-26 22:58:06,2015-12-17 19:32:21,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",65.0,100.0,7.5,10.5,5.0,13.0,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,,88.0,Limited,Limited availability.,Stone Brewing,,,,,
62i0xh,Enjoy By IPA 3.14.15,Enjoy By IPA 3.14.15,9.4,N,2015-02-17 21:52:16,2015-12-17 21:04:58,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",65.0,100.0,7.5,10.5,5.0,13.0,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,,,,,Stone Brewing,,,,,
LEleAa,Enjoy By IPA 5.17.13,Enjoy By IPA 5.17.13,9.4,N,2013-05-05 00:13:35,2015-12-17 03:59:29,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",65.0,100.0,7.5,10.5,5.0,13.0,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,,88.0,Limited,Limited availability.,Stone Brewing,,,,,
lmHzVK,Espresso Imperial Russian Stout,Espresso Imperial Russian Stout (2013),10.5,N,2013-02-19 11:47:17,2015-12-17 01:51:27,North American Origin Ales,2012-03-21 20:06:45,American-Style Imperial Stout,American Imperial Stout,"Black in color, American-style imperial stouts typically have a high alcohol content. Generally characterized as very robust. The extremely rich malty flavor and aroma are balanced with assertive hopping and fruity-ester characteristics. Bitterness should be moderately high to very high and balanced with full sweet malt character. Roasted malt astringency and bitterness can be moderately perceived but should not overwhelm the overall character. Hop aroma is usually moderately-high to overwhelmingly hop-floral, -citrus or -herbal. Diacetyl (butterscotch) levels should be absent.",50.0,80.0,7.0,12.0,40.0,40.0,1.08,1.02,1.03,2012-03-21 20:06:46,2015-04-07 15:28:49,,,Limited,Limited availability.,Stone Brewing,2013.0,,,,
8qnd1L,Exalted IPA,Exalted IPA,7.0,N,2018-02-27 15:30:46,2018-02-27 15:32:06,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50.0,70.0,6.3,7.5,6.0,14.0,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,,,,,Stone Brewing,,,,,
WLNYJf,Fear.Movie.Lions,Fear.Movie.Lions,8.5,N,2018-06-11 18:46:53,2018-10-29 16:08:55,North American Origin Ales,2012-03-21 20:06:45,Juicy or Hazy Imperial or Double India Pale Ale,Juicy or Hazy Double IPA,"Color: Straw to deep gold

Clarity: Low to very high degree of cloudiness is typical of these beers. Starch, yeast, hop, protein and/or other compounds contribute to a wide range of hazy appearance within this category.

Perceived Malt Aroma & Flavor: Low to high malt aroma and flavor may be present

Perceived Hop Aroma & Flavor: High to very high hop aroma and flavor are present, with attributes typical of hops from any origin.

Perceived Bitterness: Low to medium. Perceived impression of bitterness is soft and well-integrated into overall balance, and may differ significantly from measured or calculated IBU levels.

Fermentation Characteristics: Low to medium fruity-estery aroma and ﬂavor may be present, but are usually overwhelmed by hop character. Diacetyl should not be perceived.

Body: Medium to high. Perceived silky or full mouthfeel may contribute to overall flavor profile.

Additional notes: Grist may include a small amount of oat, wheat or other adjuncts to promote haziness. Descriptors such as “juicy” are often used to describe the taste and aroma hop-derived attributes present in these beers.",65.0,100.0,7.6,10.6,4.0,7.0,1.07,1.012,1.02,2018-08-16 14:08:49,,1.1,60.0,,,Stone Brewing,,,,,
uJ7Rkz,Fyodors Classic,Fyodors Classic,13.0,N,2015-07-03 22:54:12,2015-07-07 13:29:51,North American Origin Ales,2012-03-21 20:06:45,American-Style Imperial Stout,American Imperial Stout,"Black in color, American-style imperial stouts typically have a high alcohol content. Generally characterized as very robust. The extremely rich malty flavor and aroma are balanced with assertive hopping and fruity-ester characteristics. Bitterness should be moderately high to very high and balanced with full sweet malt character. Roasted malt astringency and bitterness can be moderately perceived but should not overwhelm the overall character. Hop aroma is usually moderately-high to overwhelmingly hop-floral, -citrus or -herbal. Diacetyl (butterscotch) levels should be absent.",50.0,80.0,7.0,12.0,40.0,40.0,1.08,1.02,1.03,2012-03-21 20:06:46,2015-04-07 15:28:49,,43.0,,,Stone Brewing,,,,,
bGVSqI,Ghost Hammer,Ghost Hammer,6.7,N,2017-05-25 18:16:30,2017-09-11 12:07:11,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50.0,70.0,6.3,7.5,6.0,14.0,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,,56.0,,,Stone Brewing,,,,,
ev8ISo,Give Me IPA or Give Me Death,Give Me IPA or Give Me Death,8.0,N,2017-02-24 14:59:57,2017-02-24 14:59:58,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50.0,70.0,6.3,7.5,6.0,14.0,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,,,,,Stone Brewing,,,,,
TeBLHA,Give Me Stout or Give Me Death,Give Me Stout or Give Me Death,9.5,N,2017-01-08 21:05:51,2017-01-08 21:08:40,North American Origin Ales,2012-03-21 20:06:45,American-Style Imperial Stout,American Imperial Stout,"Black in color, American-style imperial stouts typically have a high alcohol content. Generally characterized as very robust. The extremely rich malty flavor and aroma are balanced with assertive hopping and fruity-ester characteristics. Bitterness should be moderately high to very high and balanced with full sweet malt character. Roasted malt astringency and bitterness can be moderately perceived but should not overwhelm the overall character. Hop aroma is usually moderately-high to overwhelmingly hop-floral, -citrus or -herbal. Diacetyl (butterscotch) levels should be absent.",50.0,80.0,7.0,12.0,40.0,40.0,1.08,1.02,1.03,2012-03-21 20:06:46,2015-04-07 15:28:49,,60.0,,,Stone Brewing,,,,,
YBTVJp,Go To IPA,Go To IPA,4.5,N,2014-09-18 18:14:43,2015-12-17 18:18:21,North American Origin Ales,2012-03-21 20:06:45,Session India Pale Ale,Session IPA,"Session India Pale Ales are gold to copper. Chill haze is allowable at cold temperatures and hop haze is allowable at any temperature. Fruity-ester aroma is light to moderate. Hop aroma is medium to high with qualities from a wide variety of hops from all over the world. Low to medium maltiness is present. Hop flavor is strong, characterized by flavors from a wide variety of hops. Hop bitterness is medium to high. Fruity-ester flavors are low to moderate. Diacetyl is absent or at very low levels. Body is low to medium.",,,,,,,,,,2015-04-07 17:07:27,,,65.0,Year Round,Available year round as a staple beer.,Stone Brewing,,,,,
Vbnapm,Goliath's Perch West,Goliath's Perch West,8.0,N,2019-10-25 19:17:42,2019-10-25 19:17:42,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",65.0,100.0,7.5,10.5,5.0,13.0,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,,,,,Stone Brewing,,,,,
Qzmi0T,Grapefruit Slam,Grapefruit Slam,8.0,N,2019-02-06 22:05:44,2019-02-06 22:05:54,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50.0,70.0,6.3,7.5,6.0,14.0,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,,,,,Stone Brewing,,,,,
7goaoj,Grapefruit Slam IPA - Stochasticity Project,Grapefruit Slam IPA - Stochasticity Project,8.2,N,2014-10-22 13:51:39,2018-06-12 17:56:47,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",65.0,100.0,7.5,10.5,5.0,13.0,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,,95.0,,,Stone Brewing,,,,,
XVAuMS,Gregarious Nature,Gregarious Nature,7.0,N,2018-12-11 18:25:31,2018-12-11 18:26:28,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50.0,70.0,6.3,7.5,6.0,14.0,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,,,,,Stone Brewing,,,,,
Igzb0l,Groundbreaking Collaborations 04 - Sticks N' Stones,Groundbreaking Collaborations 04 - Sticks N' Stones,8.3,N,2019-02-27 18:08:16,2019-02-27 18:10:14,North American Lager,2012-03-21 20:06:46,American-Style Dark Lager,American Dark Lager,"This beer's malt aroma and flavor are low but notable. Its color ranges from a very deep copper to a deep, dark brown. It has a clean, light body with discreet contributions from caramel and roasted malts. Non-malt adjuncts are often used, and hop rates are low. Hop bitterness is clean and has a short duration of impact. Hop flavor, and aroma are low. Carbonation is high. Fruity esters, diacetyl, and chill haze should not be perceived.",14.0,20.0,4.0,5.5,14.0,25.0,1.04,1.008,1.012,2012-03-21 20:06:46,2015-04-07 15:41:42,,,,,Stone Brewing,,,,,
lMuSKA,Groundbreaking Collaborations 07 - Züper Magik w00tstout,Groundbreaking Collaborations 07 - Züper Magik w00tstout,10.1,N,2019-01-16 16:28:14,2019-01-16 16:28:14,North American Origin Ales,2012-03-21 20:06:45,American-Style Imperial Stout,American Imperial Stout,"Black in color, American-style imperial stouts typically have a high alcohol content. Generally characterized as very robust. The extremely rich malty flavor and aroma are balanced with assertive hopping and fruity-ester characteristics. Bitterness should be moderately high to very high and balanced with full sweet malt character. Roasted malt astringency and bitterness can be moderately perceived but should not overwhelm the overall character. Hop aroma is usually moderately-high to overwhelmingly hop-floral, -citrus or -herbal. Diacetyl (butterscotch) levels should be absent.",50.0,80.0,7.0,12.0,40.0,40.0,1.08,1.02,1.03,2012-03-21 20:06:46,2015-04-07 15:28:49,,,,,Stone Brewing,,,,,
93BeAj,Groundbreaking Collaborations 09 - Saurer Axtmann,Groundbreaking Collaborations 09 - Saurer Axtmann,9.0,N,2019-01-16 16:22:47,2019-01-16 16:22:47,German Origin Ales,2012-03-21 20:06:46,Berliner-Style Weisse (Wheat),Berlinerweisse,"This is very pale in color and the lightest of all the German wheat beers. The unique combination of yeast and lactic acid bacteria fermentation yields a beer that is acidic, highly attenuated, and very light bodied. The carbonation of a Berliner Weisse is high, and hop rates are very low. Clarity may be hazy or cloudy from yeast or chill haze. Hop character should not be perceived. Fruity esters will be evident. No diacetyl should be perceived.",3.0,6.0,2.8,3.4,2.0,4.0,1.028,1.004,1.006,2012-03-21 20:06:46,2015-04-07 15:29:14,,,,,Stone Brewing,,,,,
VN5mfI,Hibiscusicity - Stochasticity Project,Hibiscusicity - Stochasticity Project,8.6,N,2014-10-22 13:47:55,2015-12-17 18:57:57,Belgian And French Origin Ales,2012-03-21 20:06:46,Other Belgian-Style Ales,Belgian Ale,"Recognizing the uniqueness and traditions of several other styles of Belgian Ales, the beers entered in this category will be assessed on the merits that they do not fit existing style guidelines and information that the brewer provides explaining the history and tradition of the style. Balance of character is a key component when assessing these beers. Barrel or wood-aged entries in competitions may be directed to other categories by competition director. In competitions the brewer must provide the historical or regional tradition of the style, or his interpretation of the style, in order to be assessed properly by the judges.",,,,,,,,,,2012-03-21 20:06:46,2015-04-07 15:33:05,,28.0,,,Stone Brewing,,,,,
XRtXpw,HiFi+LoFi Mixtape -Stochasticity Project,HiFi+LoFi Mixtape -Stochasticity Project,8.8,N,2015-05-20 15:55:17,2015-12-18 02:36:46,British Origin Ales,2012-03-21 20:06:45,Strong Ale,Strong Ale,"Light amber to mid-range brown in color, strong ales are medium to full bodied with a malty sweetness and may have low levels of roast malt character. Hop aroma should be minimal and flavor can vary from none to medium in character intensity. Fruity-ester flavors and aromas can contribute to the character of this ale. Bitterness should be minimal but evident and balanced with malt and/or caramel-like sweetness. Alcohol types can be varied and complex. A rich, often sweet and complex estery character may be evident. Very low levels of diacetyl are acceptable. Chill haze is acceptable at low temperatures. (This style may often be split into two categories, strong and very strong.)",30.0,65.0,7.0,11.0,8.0,21.0,1.06,1.014,1.04,2012-03-21 20:06:45,2015-04-07 15:21:05,,70.0,Limited,Limited availability.,Stone Brewing,,,,,
EuqSpn,Highway 78 Scotch Ale,Highway 78 Scotch Ale,8.8,N,2012-01-03 02:43:23,2018-06-12 17:16:35,British Origin Ales,2012-03-21 20:06:45,Scottish-Style Heavy Ale,Scottish Heavy,"Scottish heavy ale is moderate in strength and dominated by a smooth, sweet maltiness balanced with low, but perceptible, hop bitterness. Hop flavor or aroma should not be perceived. Scottish heavy ale will have a medium degree of malty, caramel-like, soft and chewy character in flavor and mouthfeel. It has medium body, and fruity esters are very low, if evident. Yeast characters such as diacetyl (butterscotch) and sulfuriness are acceptable at very low levels. The color will range from golden amber to deep brown. Bottled versions of this traditional draft beer may contain higher amounts of carbon dioxide than is typical for mildly carbonated draft versions. Chill haze is acceptable at low temperatures. Though there is little evidence suggesting that traditionally made Scottish-style heavy ales exhibited peat smoke character, the current marketplace offers many Scottish-style heavy ales with peat or smoke character present at low to medium levels. Thus a peaty/smoky character may be evident at low to medium levels (ales with medium-high or higher smoke character would be considered a smoke flavored beer and considered in another category). Scottish-style heavy ales may be split into two subcategories: Traditional (no smoke character) and Peated (low level of peat smoke character).",12.0,20.0,3.5,4.0,10.0,19.0,1.035,1.01,1.014,2012-03-21 20:06:45,2015-04-07 15:19:48,,,,,Stone Brewing,,,,,
327xJb,Hop Revolver,Hop Revolver,7.7,N,2017-03-06 16:50:00,2020-05-11 19:27:12,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50.0,70.0,6.3,7.5,6.0,14.0,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,,80.0,,,Stone Brewing,,,,,
