id,name,nameDisplay,abv,ibu,availableId,styleId,isRetired,status,statusDisplay,createDate,updateDate,labels.icon,labels.medium,labels.large,labels.contentAwareIcon,labels.contentAwareMedium,labels.contentAwareLarge,available.id,available.name,available.description,style.id,style.categoryId,style.category.id,style.category.name,style.category.createDate,style.name,style.shortName,style.description,style.ibuMin,style.ibuMax,style.abvMin,style.abvMax,style.srmMin,style.srmMax,style.ogMin,style.fgMin,style.fgMax,style.createDate,style.updateDate,style.ogMax,year
iLlMCb,Lagunitas IPA,Lagunitas IPA,6.2,45.6,1.0,30,N,verified,Verified,2012-01-03 02:43:29,2016-07-27 16:49:17,https://brewerydb-images.s3.amazonaws.com/beer/iLlMCb/upload_xp2OJo-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/iLlMCb/upload_xp2OJo-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/iLlMCb/upload_xp2OJo-large.png,https://brewerydb-images.s3.amazonaws.com/beer/iLlMCb/upload_xp2OJo-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/iLlMCb/upload_xp2OJo-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/iLlMCb/upload_xp2OJo-contentAwareLarge.png,1.0,Year Round,Available year round as a staple beer.,30,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50,70,6.3,7.5,6,14,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,,
DwGaaX,Lagunitas Undercover Investigation Shut-Down Ale,Lagunitas Undercover Investigation Shut-Down Ale,9.6,66.6,4.0,25,N,verified,Verified,2012-01-03 02:44:26,2018-02-05 21:00:58,https://brewerydb-images.s3.amazonaws.com/beer/DwGaaX/upload_ndEQ5Q-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/DwGaaX/upload_ndEQ5Q-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/DwGaaX/upload_ndEQ5Q-large.png,https://brewerydb-images.s3.amazonaws.com/beer/DwGaaX/upload_ndEQ5Q-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/DwGaaX/upload_ndEQ5Q-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/DwGaaX/upload_ndEQ5Q-contentAwareLarge.png,4.0,Seasonal,"Available at the same time of year, every year.",25,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Pale Ale,American Pale,"American pale ales range from deep golden to copper in color. The style is characterized by fruity, floral and citrus-like American-variety hop character producing medium to medium-high hop bitterness, flavor, and aroma. Note that the ""traditional"" style of this beer has its origins with certain floral, fruity, citrus-like, piney, resinous, or sulfur-like American hop varietals. One or more of these hop characters is the perceived end, but the perceived hop characters may be a result of the skillful use of hops of other national origins. American pale ales have medium body and low to medium maltiness. Low caramel character is allowable. Fruity-ester flavor and aroma should be moderate to strong. Diacetyl should be absent or present at very low levels. Chill haze is allowable at cold temperatures.",30,42,4.5,5.6,6,14,1.044,1.008,1.014,2012-03-21 20:06:45,2015-04-07 15:25:18,,
w9nivE,Lagur,Lagur,5.5,,,25,N,verified,Verified,2019-05-29 19:41:49,2019-05-29 19:42:52,https://brewerydb-images.s3.amazonaws.com/beer/w9nivE/upload_bat0IW-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/w9nivE/upload_bat0IW-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/w9nivE/upload_bat0IW-large.png,https://brewerydb-images.s3.amazonaws.com/beer/w9nivE/upload_bat0IW-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/w9nivE/upload_bat0IW-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/w9nivE/upload_bat0IW-contentAwareLarge.png,,,,25,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Pale Ale,American Pale,"American pale ales range from deep golden to copper in color. The style is characterized by fruity, floral and citrus-like American-variety hop character producing medium to medium-high hop bitterness, flavor, and aroma. Note that the ""traditional"" style of this beer has its origins with certain floral, fruity, citrus-like, piney, resinous, or sulfur-like American hop varietals. One or more of these hop characters is the perceived end, but the perceived hop characters may be a result of the skillful use of hops of other national origins. American pale ales have medium body and low to medium maltiness. Low caramel character is allowable. Fruity-ester flavor and aroma should be moderate to strong. Diacetyl should be absent or present at very low levels. Chill haze is allowable at cold temperatures.",30,42,4.5,5.6,6,14,1.044,1.008,1.014,2012-03-21 20:06:45,2015-04-07 15:25:18,,
jshi8D,Little Sumpin’ Wild,Little Sumpin’ Wild,8.74,72.51,4.0,25,N,verified,Verified,2012-01-03 02:43:37,2018-06-13 15:11:51,https://brewerydb-images.s3.amazonaws.com/beer/jshi8D/upload_wMcCfr-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/jshi8D/upload_wMcCfr-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/jshi8D/upload_wMcCfr-large.png,https://brewerydb-images.s3.amazonaws.com/beer/jshi8D/upload_wMcCfr-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/jshi8D/upload_wMcCfr-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/jshi8D/upload_wMcCfr-contentAwareLarge.png,4.0,Seasonal,"Available at the same time of year, every year.",25,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Pale Ale,American Pale,"American pale ales range from deep golden to copper in color. The style is characterized by fruity, floral and citrus-like American-variety hop character producing medium to medium-high hop bitterness, flavor, and aroma. Note that the ""traditional"" style of this beer has its origins with certain floral, fruity, citrus-like, piney, resinous, or sulfur-like American hop varietals. One or more of these hop characters is the perceived end, but the perceived hop characters may be a result of the skillful use of hops of other national origins. American pale ales have medium body and low to medium maltiness. Low caramel character is allowable. Fruity-ester flavor and aroma should be moderate to strong. Diacetyl should be absent or present at very low levels. Chill haze is allowable at cold temperatures.",30,42,4.5,5.6,6,14,1.044,1.008,1.014,2012-03-21 20:06:45,2015-04-07 15:25:18,,
CWwxeR,Lucky 13,Lucky 13,8.3,76.92,2.0,32,N,verified,Verified,2012-01-03 02:43:38,2015-12-16 05:26:34,https://brewerydb-images.s3.amazonaws.com/beer/CWwxeR/upload_o5MCLm-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/CWwxeR/upload_o5MCLm-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/CWwxeR/upload_o5MCLm-large.png,https://brewerydb-images.s3.amazonaws.com/beer/CWwxeR/upload_o5MCLm-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/CWwxeR/upload_o5MCLm-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/CWwxeR/upload_o5MCLm-contentAwareLarge.png,2.0,Limited,Limited availability.,32,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Amber/Red Ale,Amber,"American amber/red ales range from light copper to light brown in color. They are characterized by American-variety hops used to produce the perception of medium hop bitterness, flavor, and medium aroma. Amber ales have medium-high to high maltiness with medium to low caramel character. They should have medium to medium-high body. The style may have low levels of fruityester flavor and aroma. Diacetyl can be either absent or barely perceived at very low levels. Chill haze is allowable at cold temperatures. Slight yeast haze is acceptable for bottle-conditioned products.",30,40,4.5,6,11,18,1.048,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:52,,
fnqCGB,Maximus,Maximus,8.2,72.4,1.0,30,N,verified,Verified,2012-01-03 02:43:41,2018-05-01 11:57:20,https://brewerydb-images.s3.amazonaws.com/beer/fnqCGB/upload_IaFcNP-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/fnqCGB/upload_IaFcNP-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/fnqCGB/upload_IaFcNP-large.png,https://brewerydb-images.s3.amazonaws.com/beer/fnqCGB/upload_IaFcNP-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/fnqCGB/upload_IaFcNP-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/fnqCGB/upload_IaFcNP-contentAwareLarge.png,1.0,Year Round,Available year round as a staple beer.,30,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50,70,6.3,7.5,6,14,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,,
69Yqbc,Mozango,Mozango,7.7,49,7.0,30,N,verified,Verified,2018-10-05 12:49:45,2018-10-05 12:50:11,https://brewerydb-images.s3.amazonaws.com/beer/69Yqbc/upload_BfoZ45-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/69Yqbc/upload_BfoZ45-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/69Yqbc/upload_BfoZ45-large.png,https://brewerydb-images.s3.amazonaws.com/beer/69Yqbc/upload_BfoZ45-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/69Yqbc/upload_BfoZ45-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/69Yqbc/upload_BfoZ45-contentAwareLarge.png,7.0,Fall,Available during the fall months.,30,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50,70,6.3,7.5,6,14,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,,
aWUHyv,Mozango (Fusion XXXI),Mozango (Fusion XXXI),9,,4.0,31,N,verified,Verified,2015-09-22 14:23:15,2018-10-05 12:46:02,,,,,,,4.0,Seasonal,"Available at the same time of year, every year.",31,3,3,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",65,100,7.5,10.5,5,13,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,,
eI5fN2,New Dogtown Pale Ale,New Dogtown Pale Ale,6.2,,1.0,25,N,verified,Verified,2012-01-03 02:43:54,2016-06-06 14:31:19,https://brewerydb-images.s3.amazonaws.com/beer/eI5fN2/upload_9HTRE2-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/eI5fN2/upload_9HTRE2-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/eI5fN2/upload_9HTRE2-large.png,https://brewerydb-images.s3.amazonaws.com/beer/eI5fN2/upload_9HTRE2-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/eI5fN2/upload_9HTRE2-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/eI5fN2/upload_9HTRE2-contentAwareLarge.png,1.0,Year Round,Available year round as a staple beer.,25,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Pale Ale,American Pale,"American pale ales range from deep golden to copper in color. The style is characterized by fruity, floral and citrus-like American-variety hop character producing medium to medium-high hop bitterness, flavor, and aroma. Note that the ""traditional"" style of this beer has its origins with certain floral, fruity, citrus-like, piney, resinous, or sulfur-like American hop varietals. One or more of these hop characters is the perceived end, but the perceived hop characters may be a result of the skillful use of hops of other national origins. American pale ales have medium body and low to medium maltiness. Low caramel character is allowable. Fruity-ester flavor and aroma should be moderate to strong. Diacetyl should be absent or present at very low levels. Chill haze is allowable at cold temperatures.",30,42,4.5,5.6,6,14,1.044,1.008,1.014,2012-03-21 20:06:45,2015-04-07 15:25:18,,
sicuOa,Night Time,Night Time,7.9,65,2.0,41,N,verified,Verified,2014-02-17 12:43:57,2016-07-07 19:25:54,https://brewerydb-images.s3.amazonaws.com/beer/sicuOa/upload_XxuopV-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/sicuOa/upload_XxuopV-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/sicuOa/upload_XxuopV-large.png,https://brewerydb-images.s3.amazonaws.com/beer/sicuOa/upload_XxuopV-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/sicuOa/upload_XxuopV-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/sicuOa/upload_XxuopV-contentAwareLarge.png,2.0,Limited,Limited availability.,41,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Black Ale,Black Ale,"American-style Black Ales are very dark to black and perceived to have medium high to high hop bitterness, flavor and aroma with medium-high alcohol content, balanced with a medium body. Fruity, floral and herbal character from hops of all origins may contribute character. The style is further characterized by a balanced and moderate degree of caramel malt and dark roasted malt flavor and aroma. High astringency and high degree of burnt roast malt character should be absent.",50,70,6,7.5,35,35,1.056,1.012,1.018,2012-03-21 20:06:46,2015-04-07 15:28:36,,
Gayj72,Novel Pulp - Chapter 3,Novel Pulp - Chapter 3,8.2,,,31,N,verified,Verified,2019-07-09 18:53:58,2019-07-09 18:53:58,,,,,,,,,,31,3,3,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",65,100,7.5,10.5,5,13,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,,
QkHinm,Passion Grass,Passion Grass,5,54,,25,N,verified,Verified,2018-08-03 14:09:20,2018-08-22 20:27:07,https://brewerydb-images.s3.amazonaws.com/beer/QkHinm/upload_NlwGdi-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/QkHinm/upload_NlwGdi-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/QkHinm/upload_NlwGdi-large.png,https://brewerydb-images.s3.amazonaws.com/beer/QkHinm/upload_NlwGdi-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/QkHinm/upload_NlwGdi-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/QkHinm/upload_NlwGdi-contentAwareLarge.png,,,,25,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Pale Ale,American Pale,"American pale ales range from deep golden to copper in color. The style is characterized by fruity, floral and citrus-like American-variety hop character producing medium to medium-high hop bitterness, flavor, and aroma. Note that the ""traditional"" style of this beer has its origins with certain floral, fruity, citrus-like, piney, resinous, or sulfur-like American hop varietals. One or more of these hop characters is the perceived end, but the perceived hop characters may be a result of the skillful use of hops of other national origins. American pale ales have medium body and low to medium maltiness. Low caramel character is allowable. Fruity-ester flavor and aroma should be moderate to strong. Diacetyl should be absent or present at very low levels. Chill haze is allowable at cold temperatures.",30,42,4.5,5.6,6,14,1.044,1.008,1.014,2012-03-21 20:06:45,2015-04-07 15:25:18,,
YOzURq,Phase Change,Phase Change,7.4,60,,30,N,verified,Verified,2019-06-11 12:52:08,2020-01-14 17:53:05,https://brewerydb-images.s3.amazonaws.com/beer/YOzURq/upload_r7TwSz-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/YOzURq/upload_r7TwSz-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/YOzURq/upload_r7TwSz-large.png,https://brewerydb-images.s3.amazonaws.com/beer/YOzURq/upload_r7TwSz-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/YOzURq/upload_r7TwSz-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/YOzURq/upload_r7TwSz-contentAwareLarge.png,,,,30,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50,70,6.3,7.5,6,14,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,,
1yMrDb,Pils Czech Style Pilsener,Pils Czech Style Pilsener,6,35,1.0,106,N,verified,Verified,2012-01-03 02:43:57,2019-10-11 10:53:25,https://brewerydb-images.s3.amazonaws.com/beer/1yMrDb/upload_3T52Fx-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/1yMrDb/upload_3T52Fx-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/1yMrDb/upload_3T52Fx-large.png,https://brewerydb-images.s3.amazonaws.com/beer/1yMrDb/upload_3T52Fx-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/1yMrDb/upload_3T52Fx-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/1yMrDb/upload_3T52Fx-contentAwareLarge.png,1.0,Year Round,Available year round as a staple beer.,106,10,10,International Styles,2012-03-21 20:06:46,International-Style Pilsener,International Pilsener,"International Pilseners are straw/golden in color and are well attenuated. This medium-bodied beer is often brewed with rice, corn, wheat, or other grain or sugar adjuncts making up part of the mash. Hop bitterness is low to medium. Hop flavor and aroma are low. Residual malt sweetness is low--it does not predominate but may be perceived. Fruity esters and diacetyl should not be perceived. Very low levels of sweet corn-like dimethylsulfide (DMS) character, if perceived, are acceptable. There should be no chill haze.",17,30,4.5,5.3,3,4,1.044,1.008,1.01,2012-03-21 20:06:46,2015-04-07 15:42:11,,
L6Lk8r,Plum Jasmine Gose,Plum Jasmine Gose,9.6,,,40,N,verified,Verified,2017-09-20 17:51:30,2017-09-20 18:31:48,,,,,,,,,,40,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Sour Ale,Sour,"American sour ales can be very light to black or take on the color of added fruits or other ingredients. There is no Brettanomyces character in this style of beer. Wood- and barrel-aged sour ales are classified elsewhere. If acidity is present it is usually in the form of lactic, acetic and other organic acids naturally developed with acidified malt in the mash or in fermentation by the use of various microorganisms including certain bacteria and yeasts. Acidic character can be a complex balance of several types of acid and characteristics of age. The evolution of natural acidity develops balanced complexity. Residual flavors that come from liquids previously aged in a barrel such as bourbon or sherry should not be present. Wood vessels may be used during the fermentation and aging process, but wood-derived flavors such as vanillin must not be present. In darker versions, roasted malt, caramel-like and chocolate-like characters should be subtle in both flavor and aroma. American sour may have evident full range of hop aroma and hop bitterness with a full range of body. Estery and fruity-ester characters are evident, sometimes moderate and sometimes intense, yet balanced. Diacetyl and sweet corn-like dimethylsulfide (DMS) should not be perceived. Chill haze, bacteria and yeast-induced haze are allowable at low to medium levels at any temperature. Fruited American-Style Sour Ales will exhibit fruit flavors in harmonious balance with other characters.",,,,,,,,,,2012-03-21 20:06:46,2015-04-07 15:28:32,,
f16hLl,Ruthlessly Delicious,Ruthlessly Delicious,6.2,52,,30,N,verified,Verified,2016-05-05 22:41:07,2016-05-09 15:40:50,,,,,,,,,,30,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50,70,6.3,7.5,6,14,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,,
7bnlRC,Rye Cocoa Porter - ScareCity #2,Rye Cocoa Porter - ScareCity #2,10.2,,,158,N,verified,Verified,2015-01-26 15:14:01,2015-01-26 15:14:01,,,,,,,,,,158,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Imperial Porter,American Imperial Porter,"American-style imperial porters are black in color. No roast barley or strong burnt/astringent black malt character should be perceived. Medium malt, caramel and cocoa-like sweetness. Hop bitterness is perceived at a medium-low to medium level. Hop flavor and aroma may vary from being low to medium-high. This is a full bodied beer. Ale-like fruity esters should be evident but not overpowering and compliment hop character and malt derived sweetness. Diacetyl (butterscotch) levels should be absent.",35,50,5.5,9.5,40,40,1.08,1.02,1.03,2013-08-10 12:42:51,2015-04-07 15:49:32,1.1,
a5LtHp,Sacramento Beer Week Beer,Sacramento Beer Week Beer,9,,2.0,125,N,verified,Verified,2012-01-03 02:44:08,2015-12-16 09:37:06,https://brewerydb-images.s3.amazonaws.com/beer/a5LtHp/upload_K99ZiE-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/a5LtHp/upload_K99ZiE-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/a5LtHp/upload_K99ZiE-large.png,https://brewerydb-images.s3.amazonaws.com/beer/a5LtHp/upload_K99ZiE-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/a5LtHp/upload_K99ZiE-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/a5LtHp/upload_K99ZiE-contentAwareLarge.png,2.0,Limited,Limited availability.,125,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Specialty Beer,Specialty,"These beers are brewed using unusual fermentable sugars, grains and starches that contribute to alcohol content other than, or in addition to, malted barley. Nuts generally have some degree of fermentables, thus beers brewed with nuts would appropriately be entered in this category. The distinctive characters of these special ingredients should be evident either in the aroma, flavor or overall balance of the beer, but not necessarily in overpowering quantities. For example, maple syrup or potatoes would be considered unusual. Rice, corn, or wheat are not considered unusual. Special ingredients must be listed when competing. A statement by the brewer explaining the special nature of the beer, ingredient(s) and achieved character is essential in order for fair assessment in competitions. If this beer is a classic style with some specialty ingredient(s), the brewer should also specify the classic style. Guidelines for competing: Spiced beers using unusual fermentables should be entered in the experimental category. Fruit beers using unusual fermentables should be entered in the fruit beer category.",,100,2.5,25,1,100,1.03,1.006,1.03,2012-03-21 20:06:46,2015-04-07 15:44:53,,
yh28GV,Sakitumi,Sakitumi,9,42,,125,N,verified,Verified,2017-09-09 16:34:31,2017-09-20 18:27:29,,,,,,,,,,125,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Specialty Beer,Specialty,"These beers are brewed using unusual fermentable sugars, grains and starches that contribute to alcohol content other than, or in addition to, malted barley. Nuts generally have some degree of fermentables, thus beers brewed with nuts would appropriately be entered in this category. The distinctive characters of these special ingredients should be evident either in the aroma, flavor or overall balance of the beer, but not necessarily in overpowering quantities. For example, maple syrup or potatoes would be considered unusual. Rice, corn, or wheat are not considered unusual. Special ingredients must be listed when competing. A statement by the brewer explaining the special nature of the beer, ingredient(s) and achieved character is essential in order for fair assessment in competitions. If this beer is a classic style with some specialty ingredient(s), the brewer should also specify the classic style. Guidelines for competing: Spiced beers using unusual fermentables should be entered in the experimental category. Fruit beers using unusual fermentables should be entered in the fruit beer category.",,100,2.5,25,1,100,1.03,1.006,1.03,2012-03-21 20:06:46,2015-04-07 15:44:53,,
Api83U,Scare City 1,Scare City 1,7.5,60,2.0,98,N,verified,Verified,2014-10-20 14:55:35,2015-12-17 19:07:01,https://brewerydb-images.s3.amazonaws.com/beer/Api83U/upload_wrnfrC-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/Api83U/upload_wrnfrC-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/Api83U/upload_wrnfrC-large.png,https://brewerydb-images.s3.amazonaws.com/beer/Api83U/upload_wrnfrC-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/Api83U/upload_wrnfrC-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/Api83U/upload_wrnfrC-contentAwareLarge.png,2.0,Limited,Limited availability.,98,8,8,North American Lager,2012-03-21 20:06:46,American-Style Pilsener,American Pilsener,"This classic and unique pre-Prohibition American-style Pilsener is straw to deep gold in color. Hop bitterness, flavor and aroma are medium to high, and use of noble-type hops for flavor and aroma is preferred. Up to 25 percent corn and/or rice in the grist should be used. Malt flavor and aroma are medium. This is a light-medium to medium-bodied beer. Sweet corn-like dimethylsulfide (DMS), fruity esters and American hop-derived citrus flavors or aromas should not be perceived. Diacetyl is not acceptable. There should be no chill haze. Competition organizers may wish to subcategorize this style into rice and corn subcategories.",25,40,5,6,3,6,1.045,1.012,1.018,2012-03-21 20:06:46,2015-04-07 15:40:08,,
