id,name,nameDisplay,abv,ibu,styleId,isRetired,status,statusDisplay,createDate,updateDate,labels.icon,labels.medium,labels.large,labels.contentAwareIcon,labels.contentAwareMedium,labels.contentAwareLarge,style.id,style.categoryId,style.category.id,style.category.name,style.category.createDate,style.name,style.shortName,style.description,style.ibuMin,style.ibuMax,style.abvMin,style.abvMax,style.srmMin,style.srmMax,style.ogMin,style.fgMin,style.fgMax,style.createDate,style.updateDate,availableId,available.id,available.name,available.description,year,style.ogMax,locationId,location.id,location.name,location.streetAddress,location.locality,location.postalCode,location.website,location.isPrimary,location.inPlanning,location.isClosed,location.openToPublic,location.locationType,location.locationTypeDisplay,location.countryIsoCode,location.status,location.statusDisplay,location.createDate,location.updateDate,location.country.isoCode,location.country.name,location.country.displayName,location.country.isoThree,location.country.numberCode,location.country.createDate,location.extendedAddress,location.region,location.phone,location.yearOpened
csfbzs,20th Anniversary Encore Series: Stone 08.08.08 Vertical Epic Ale,20th Anniversary Encore Series: Stone 08.08.08 Vertical Epic Ale,8.9,45,30,N,verified,Verified,2018-10-04 20:21:47,2018-10-04 20:21:47,,,,,,,30,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50,70,6.3,7.5,6,14,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
q9Dooo,20th Anniversary Encore Series: Stone 14th Anniversary Emperial IPA,20th Anniversary Encore Series: Stone 14th Anniversary Emperial IPA,8.9,100,31,N,verified,Verified,2017-03-16 13:53:54,2017-03-16 13:53:55,,,,,,,31,3,3,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",65,100,7.5,10.5,5,13,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yy6ZnB,20TH ANNIVERSARY ENCORE SERIES: STONE 6TH ANNIVERSARY PORTER,20TH ANNIVERSARY ENCORE SERIES: STONE 6TH ANNIVERSARY PORTER (2016),8,60,104,N,verified,Verified,2016-05-23 17:48:30,2016-06-01 18:34:11,https://brewerydb-images.s3.amazonaws.com/beer/Yy6ZnB/upload_Nvp9ta-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/Yy6ZnB/upload_Nvp9ta-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/Yy6ZnB/upload_Nvp9ta-large.png,https://brewerydb-images.s3.amazonaws.com/beer/Yy6ZnB/upload_Nvp9ta-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/Yy6ZnB/upload_Nvp9ta-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/Yy6ZnB/upload_Nvp9ta-contentAwareLarge.png,104,9,9,Other Lager,2012-03-21 20:06:46,Baltic-Style Porter,Baltic Porter,"A true smooth cold-fermented and cold lagered beer, brewed with lager yeast. Black to very deep ruby/garnet in color. Overall, Baltic Porters have a very smooth lagered character with distinctive caramelized sugars, licorice and chocolate-like character of roasted malts and dark sugars. Roasted dark malts should not contribute bitterness, or astringent roast character. A low degree of smokiness from malt may be evident. Debitterized roast malts are best used for this style. Because of its alcoholic strength, aroma may include gentle (low) lager fruitiness (berries, grapes, plums, not banana; ale-like fruitiness from warm temperature fermentation is not appropriate), complex alcohols, cocoa-like, roast malt (and sometimes coffee-like roast barley, yet not bitter). Hop aroma is very low, though a hint of floral or sweet hop aroma can complement aromatics and flavor without dominance. Baltic Porters are not hop bitter dominated and expressed as low to medium-low. Baltic porters range from having medium to full body complemented with a medium-low to medium level of malty sweetness. No butterscotch-like diacetyl or sweet corn-like dimethylsulfide (DMS) should be apparent in aroma or flavor.",35,40,7.5,9,40,40,1.072,1.016,1.022,2012-03-21 20:06:46,2015-04-07 15:41:46,,,,,2016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ispaPQ,21st Anniversary Hail To the Hop Thief Double IPA,21st Anniversary Hail To the Hop Thief Double IPA,9.8,104,31,N,verified,Verified,2017-08-30 19:32:33,2017-08-30 19:32:33,,,,,,,31,3,3,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",65,100,7.5,10.5,5,13,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOS6XQ,24 Carrot Gold,24 Carrot Gold,8.5,,36,N,verified,Verified,2015-11-02 15:32:35,2016-10-07 18:12:42,,,,,,,36,3,3,North American Origin Ales,2012-03-21 20:06:45,Golden or Blonde Ale,Blonde,"Golden or Blonde ales are straw to golden blonde in color. They have a crisp, dry palate, light to medium body, and light malt sweetness. Low to medium hop aroma may be present but does not dominate. Bitterness is low to medium. Fruity esters may be perceived but do not predominate. Diacetyl should not be perceived. Chill haze should be absent.",15,25,4,5,3,7,1.045,1.008,1.016,2012-03-21 20:06:46,2015-04-07 15:27:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TlexU5,4th Anniversary IPA,4th Anniversary IPA,,,30,N,verified,Verified,2012-01-03 02:42:37,2012-03-22 13:04:47,,,,,,,30,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50,70,6.3,7.5,6,14,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RVry2x,5th Anniversary IPA,5th Anniversary IPA,,,30,N,verified,Verified,2012-01-03 02:42:37,2012-03-22 13:04:45,,,,,,,30,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50,70,6.3,7.5,6,14,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K7r0e3,7th Anniversary IPA,7th Anniversary IPA,7.7,,30,N,verified,Verified,2012-01-03 02:42:37,2012-03-22 13:04:40,,,,,,,30,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50,70,6.3,7.5,6,14,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S7K860,9th Anniversary IPA,9th Anniversary IPA,7.5,,30,N,verified,Verified,2012-01-03 02:42:38,2012-03-22 13:04:36,,,,,,,30,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50,70,6.3,7.5,6,14,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDulcD,ALOHA! BERLIN,ALOHA! BERLIN,9.3,,158,N,verified,Verified,2017-09-13 19:00:49,2017-09-13 19:00:49,,,,,,,158,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Imperial Porter,American Imperial Porter,"American-style imperial porters are black in color. No roast barley or strong burnt/astringent black malt character should be perceived. Medium malt, caramel and cocoa-like sweetness. Hop bitterness is perceived at a medium-low to medium level. Hop flavor and aroma may vary from being low to medium-high. This is a full bodied beer. Ale-like fruity esters should be evident but not overpowering and compliment hop character and malt derived sweetness. Diacetyl (butterscotch) levels should be absent.",35,50,5.5,9.5,40,40,1.08,1.02,1.03,2013-08-10 12:42:51,2015-04-07 15:49:32,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uD92s2,Americano Stout,Americano Stout,8.7,65,43,N,verified,Verified,2016-02-11 17:50:26,2016-07-07 19:27:33,https://brewerydb-images.s3.amazonaws.com/beer/uD92s2/upload_cY8iEh-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/uD92s2/upload_cY8iEh-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/uD92s2/upload_cY8iEh-large.png,https://brewerydb-images.s3.amazonaws.com/beer/uD92s2/upload_cY8iEh-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/uD92s2/upload_cY8iEh-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/uD92s2/upload_cY8iEh-contentAwareLarge.png,43,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Imperial Stout,American Imperial Stout,"Black in color, American-style imperial stouts typically have a high alcohol content. Generally characterized as very robust. The extremely rich malty flavor and aroma are balanced with assertive hopping and fruity-ester characteristics. Bitterness should be moderately high to very high and balanced with full sweet malt character. Roasted malt astringency and bitterness can be moderately perceived but should not overwhelm the overall character. Hop aroma is usually moderately-high to overwhelmingly hop-floral, -citrus or -herbal. Diacetyl (butterscotch) levels should be absent.",50,80,7,12,40,40,1.08,1.02,1.03,2012-03-21 20:06:46,2015-04-07 15:28:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dNGwP0,Arbalest,Arbalest,8.5,,62,N,verified,Verified,2015-01-30 02:13:31,2015-12-17 20:56:17,https://brewerydb-images.s3.amazonaws.com/beer/dNGwP0/upload_Po97ae-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/dNGwP0/upload_Po97ae-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/dNGwP0/upload_Po97ae-large.png,https://brewerydb-images.s3.amazonaws.com/beer/dNGwP0/upload_Po97ae-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/dNGwP0/upload_Po97ae-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/dNGwP0/upload_Po97ae-contentAwareLarge.png,62,5,5,Belgian And French Origin Ales,2012-03-21 20:06:46,Belgian-Style Pale Ale,Belgian Pale,"Belgian-style pale ales are characterized by low but noticeable hop bitterness, flavor, and aroma. Light to medium body and low malt aroma are typical. They are light amber to deep amber in color. Noble-type hops are commonly used. Low to medium fruity esters are evident in aroma and flavor. Low levels of phenolic spiciness from yeast byproducts may be perceived. Low caramel or toasted malt flavor is okay. Diacetyl should not be perceived. Chill haze is allowable at cold temperatures.",20,30,4,6,6,12,1.044,1.008,1.014,2012-03-21 20:06:46,2015-04-07 15:32:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qlwwem,Arrogant Bastard Ale,Arrogant Bastard Ale,7.2,,14,N,verified,Verified,2012-01-03 02:42:43,2016-12-08 20:49:25,https://brewerydb-images.s3.amazonaws.com/beer/qlwwem/upload_IZunS7-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/qlwwem/upload_IZunS7-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/qlwwem/upload_IZunS7-large.png,https://brewerydb-images.s3.amazonaws.com/beer/qlwwem/upload_IZunS7-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/qlwwem/upload_IZunS7-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/qlwwem/upload_IZunS7-contentAwareLarge.png,14,1,1,British Origin Ales,2012-03-21 20:06:45,Strong Ale,Strong Ale,"Light amber to mid-range brown in color, strong ales are medium to full bodied with a malty sweetness and may have low levels of roast malt character. Hop aroma should be minimal and flavor can vary from none to medium in character intensity. Fruity-ester flavors and aromas can contribute to the character of this ale. Bitterness should be minimal but evident and balanced with malt and/or caramel-like sweetness. Alcohol types can be varied and complex. A rich, often sweet and complex estery character may be evident. Very low levels of diacetyl are acceptable. Chill haze is acceptable at low temperatures. (This style may often be split into two categories, strong and very strong.)",30,65,7,11,8,21,1.06,1.014,1.04,2012-03-21 20:06:45,2015-04-07 15:21:05,1.0,1.0,Year Round,Available year round as a staple beer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2uiCAW,Arrogant Crime,Arrogant Crime,9.6,,168,N,verified,Verified,2018-05-10 13:51:04,2018-06-06 13:30:07,,,,,,,168,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Chili Pepper Beer,Chili Beer,"Chili Pepper Beers are any range of color from pale to very dark depending on the underlying style. Clear or hazy beer is acceptable in appearance. Chili Beers are any beers using chili peppers as a flavor, aroma or “heat” inducing adjunct to create distinct and balanced (ranging from subtle to intense) character. Chili pepper aromas ranging from subtle to intense may or may not be evident, and should not be overpowered by hop aromas. Malt sweetness can vary from very low to medium-high levels, depending on the underlying beer style. Hop bitterness is very low to medium-high. Chili pepper aroma and flavor qualities should not be overpowered by hop aroma and flavor, and should be present in harmony with characteristics typical of the underlying beer style. Chili pepper qualities may vary widely as vegetal, spicy or ""heat"" inducing flavors and/or aromas.",,,,,,,,,,2015-04-07 17:17:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeXmAm,Barrel Aged Double Bastard Ale (Red Wine),Barrel Aged Double Bastard Ale (Red Wine),11.2,,14,N,verified,Verified,2014-07-17 23:03:14,2015-12-17 14:47:06,https://brewerydb-images.s3.amazonaws.com/beer/MeXmAm/upload_ua5ada-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/MeXmAm/upload_ua5ada-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/MeXmAm/upload_ua5ada-large.png,https://brewerydb-images.s3.amazonaws.com/beer/MeXmAm/upload_ua5ada-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/MeXmAm/upload_ua5ada-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/MeXmAm/upload_ua5ada-contentAwareLarge.png,14,1,1,British Origin Ales,2012-03-21 20:06:45,Strong Ale,Strong Ale,"Light amber to mid-range brown in color, strong ales are medium to full bodied with a malty sweetness and may have low levels of roast malt character. Hop aroma should be minimal and flavor can vary from none to medium in character intensity. Fruity-ester flavors and aromas can contribute to the character of this ale. Bitterness should be minimal but evident and balanced with malt and/or caramel-like sweetness. Alcohol types can be varied and complex. A rich, often sweet and complex estery character may be evident. Very low levels of diacetyl are acceptable. Chill haze is acceptable at low temperatures. (This style may often be split into two categories, strong and very strong.)",30,65,7,11,8,21,1.06,1.014,1.04,2012-03-21 20:06:45,2015-04-07 15:21:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B5Q56c,Barrel-Aged Milk Chocolate Porter,Barrel-Aged Milk Chocolate Porter,9.6,,158,N,verified,Verified,2016-08-19 20:39:46,2018-03-15 14:52:33,,,,,,,158,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Imperial Porter,American Imperial Porter,"American-style imperial porters are black in color. No roast barley or strong burnt/astringent black malt character should be perceived. Medium malt, caramel and cocoa-like sweetness. Hop bitterness is perceived at a medium-low to medium level. Hop flavor and aroma may vary from being low to medium-high. This is a full bodied beer. Ale-like fruity esters should be evident but not overpowering and compliment hop character and malt derived sweetness. Diacetyl (butterscotch) levels should be absent.",35,50,5.5,9.5,40,40,1.08,1.02,1.03,2013-08-10 12:42:51,2015-04-07 15:49:32,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KhX8Sr,bashah,bashah,8.6,90,14,Y,verified,Verified,2018-03-27 15:30:16,2018-11-02 02:13:07,https://brewerydb-images.s3.amazonaws.com/beer/KhX8Sr/upload_mNx1nP-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/KhX8Sr/upload_mNx1nP-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/KhX8Sr/upload_mNx1nP-large.png,,,,14,1,1,British Origin Ales,2012-03-21 20:06:45,Strong Ale,Strong Ale,"Light amber to mid-range brown in color, strong ales are medium to full bodied with a malty sweetness and may have low levels of roast malt character. Hop aroma should be minimal and flavor can vary from none to medium in character intensity. Fruity-ester flavors and aromas can contribute to the character of this ale. Bitterness should be minimal but evident and balanced with malt and/or caramel-like sweetness. Alcohol types can be varied and complex. A rich, often sweet and complex estery character may be evident. Very low levels of diacetyl are acceptable. Chill haze is acceptable at low temperatures. (This style may often be split into two categories, strong and very strong.)",30,65,7,11,8,21,1.06,1.014,1.04,2012-03-21 20:06:45,2015-04-07 15:21:05,3.0,3.0,Not Available,Beer is not currently available.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uqwHcn,Bastard In The Rye,Bastard In The Rye,10,,14,Y,verified,Verified,2018-09-24 14:03:12,2018-11-02 02:13:07,,,,,,,14,1,1,British Origin Ales,2012-03-21 20:06:45,Strong Ale,Strong Ale,"Light amber to mid-range brown in color, strong ales are medium to full bodied with a malty sweetness and may have low levels of roast malt character. Hop aroma should be minimal and flavor can vary from none to medium in character intensity. Fruity-ester flavors and aromas can contribute to the character of this ale. Bitterness should be minimal but evident and balanced with malt and/or caramel-like sweetness. Alcohol types can be varied and complex. A rich, often sweet and complex estery character may be evident. Very low levels of diacetyl are acceptable. Chill haze is acceptable at low temperatures. (This style may often be split into two categories, strong and very strong.)",30,65,7,11,8,21,1.06,1.014,1.04,2012-03-21 20:06:45,2015-04-07 15:21:05,3.0,3.0,Not Available,Beer is not currently available.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qPud3y,Beavertown / Garage Project / Stone Fruitallica,Beavertown / Garage Project / Stone Fruitallica,8,80,31,N,verified,Verified,2017-09-01 13:56:42,2017-09-12 18:36:10,https://brewerydb-images.s3.amazonaws.com/beer/qPud3y/upload_rVFJWw-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/qPud3y/upload_rVFJWw-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/qPud3y/upload_rVFJWw-large.png,https://brewerydb-images.s3.amazonaws.com/beer/qPud3y/upload_rVFJWw-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/qPud3y/upload_rVFJWw-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/qPud3y/upload_rVFJWw-contentAwareLarge.png,31,3,3,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",65,100,7.5,10.5,5,13,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hcoIG1,Belgian Style Tripel Ale,Belgian Style Tripel Ale,9.5,,60,N,verified,Verified,2018-05-10 23:26:37,2018-12-06 14:23:05,https://brewerydb-images.s3.amazonaws.com/beer/hcoIG1/upload_ydZcAq-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/hcoIG1/upload_ydZcAq-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/hcoIG1/upload_ydZcAq-large.png,https://brewerydb-images.s3.amazonaws.com/beer/hcoIG1/upload_ydZcAq-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/hcoIG1/upload_ydZcAq-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/hcoIG1/upload_ydZcAq-contentAwareLarge.png,60,5,5,Belgian And French Origin Ales,2012-03-21 20:06:46,Belgian-Style Quadrupel,Belgian Quad,"Quadrupels or ""Quads"" are characterized by the immense presence of alcohol and balanced flavor, bitterness and aromas. Its color is deep amber to rich chestnut/garnet brown. Often characterized by a mousse-like dense, sometimes amber head will top off a properly poured and served quad. Complex fruity aroma and flavor emerge reminiscent of raisins, dates, figs, grapes, plums often accompanied with a hint of winy character. Caramel, dark sugar and malty sweet flavors and aromas can be intense, not cloying, while complementing fruitiness. Though well attenuated it usually has a full, creamy body. Hop characters do not dominate; low to low-medium bitterness is perceived. Perception of alcohol can be extreme. Clove-like phenolic flavor and aroma should not be evident. Chill haze is acceptable at low serving temperatures. Diacetyl and DMS should not be perceived. Well balanced with savoring/sipping drinkability. Oxidative character if evident in aged Quads should be mild and pleasant.",25,50,9,14,8,20,1.084,1.014,1.02,2012-03-21 20:06:46,2015-04-07 15:33:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
