id,name,nameDisplay,abv,styleId,isRetired,status,statusDisplay,createDate,updateDate,labels.icon,labels.medium,labels.large,labels.contentAwareIcon,labels.contentAwareMedium,labels.contentAwareLarge,style.id,style.categoryId,style.category.id,style.category.name,style.category.createDate,style.name,style.shortName,style.description,style.ibuMin,style.ibuMax,style.abvMin,style.abvMax,style.srmMin,style.srmMax,style.ogMin,style.fgMin,style.fgMax,style.createDate,style.updateDate,ibu,availableId,available.id,available.name,available.description,year,style.ogMax
GIO3Xe,Red-oric - Beer Camp #65 (Best Of Beer Camp: Imperial Red Ale),Red-oric - Beer Camp #65 (Best Of Beer Camp: Imperial Red Ale),8,32,N,verified,Verified,2018-05-11 00:11:20,2018-06-12 19:34:14,,,,,,,32,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Amber/Red Ale,Amber,"American amber/red ales range from light copper to light brown in color. They are characterized by American-variety hops used to produce the perception of medium hop bitterness, flavor, and medium aroma. Amber ales have medium-high to high maltiness with medium to low caramel character. They should have medium to medium-high body. The style may have low levels of fruityester flavor and aroma. Diacetyl can be either absent or barely perceived at very low levels. Chill haze is allowable at cold temperatures. Slight yeast haze is acceptable for bottle-conditioned products.",30,40,4.5,6,11,18,1.048,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:52,,,,,,,
gfOxMc,Resilience Butte County Proud IPA,Resilience Butte County Proud IPA,6.8,30,N,verified,Verified,2018-12-21 15:32:15,2019-02-22 20:24:33,https://brewerydb-images.s3.amazonaws.com/beer/gfOxMc/upload_JETOdp-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/gfOxMc/upload_JETOdp-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/gfOxMc/upload_JETOdp-large.png,https://brewerydb-images.s3.amazonaws.com/beer/gfOxMc/upload_JETOdp-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/gfOxMc/upload_JETOdp-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/gfOxMc/upload_JETOdp-contentAwareLarge.png,30,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50,70,6.3,7.5,6,14,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,65,,,,,,
YVWopx,Return of the Red Eye IPA,Return of the Red Eye IPA,6.5,30,N,verified,Verified,2013-04-12 11:31:57,2015-12-17 02:55:29,https://brewerydb-images.s3.amazonaws.com/beer/YVWopx/upload_ca35qb-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/YVWopx/upload_ca35qb-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/YVWopx/upload_ca35qb-large.png,https://brewerydb-images.s3.amazonaws.com/beer/YVWopx/upload_ca35qb-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/YVWopx/upload_ca35qb-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/YVWopx/upload_ca35qb-contentAwareLarge.png,30,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50,70,6.3,7.5,6,14,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,,2.0,2.0,Limited,Limited availability.,,
bztkAM,Rhizing Bines,Rhizing Bines,8,31,Y,verified,Verified,2012-09-18 01:41:16,2018-11-02 02:13:07,https://brewerydb-images.s3.amazonaws.com/beer/bztkAM/upload_bFfAf2-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/bztkAM/upload_bFfAf2-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/bztkAM/upload_bFfAf2-large.png,https://brewerydb-images.s3.amazonaws.com/beer/bztkAM/upload_bFfAf2-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/bztkAM/upload_bFfAf2-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/bztkAM/upload_bFfAf2-contentAwareLarge.png,31,3,3,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",65,100,7.5,10.5,5,13,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,70,3.0,3.0,Not Available,Beer is not currently available.,,
XlDXNh,River Ryed Rye IPA,River Ryed Rye IPA,6,117,N,verified,Verified,2015-05-20 23:18:41,2017-06-01 18:32:27,https://brewerydb-images.s3.amazonaws.com/beer/XlDXNh/upload_VVNKo4-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/XlDXNh/upload_VVNKo4-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/XlDXNh/upload_VVNKo4-large.png,https://brewerydb-images.s3.amazonaws.com/beer/XlDXNh/upload_VVNKo4-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/XlDXNh/upload_VVNKo4-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/XlDXNh/upload_VVNKo4-contentAwareLarge.png,117,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Rye Ale or Lager with or without Yeast,Rye Ale,"Rye beers can be made using either ale or lager yeast. It should be brewed with at least 20 percent rye malt, and low to medium perception of hop bitterness. Hop aroma and flavor can be low to medium-high. These are often versions of classic styles that contain noticeable rye character in balance with other qualities of the beer. A spicy, fruity-estery aroma and flavor are typical but at low levels; however, phenolic, clove-like characteristics should not be perceived. Color is straw to amber, and the body should be light to medium in character. Diacetyl should not be perceived. If this style is packaged and served without yeast, no yeast characters should be evident in mouthfeel, flavor, or aroma. A low level of tannin derived astringency may be perceived. If this style is served with yeast, the character should portray a full yeasty mouthfeel and appear hazy to very cloudy. Yeast flavor and aroma should be low to medium but not overpowering the balance and character of rye and barley malt and hops. Darker versions of this style will be dark amber to dark brown, and the body should be light to medium in character. Roasted malts are optionally evident in aroma and flavor with a low level of roast malt astringency acceptable when appropriately balanced with malt sweetness. Roast malts may be evident as a cocoa/chocolate or caramel character. Aromatic toffee-like, caramel, or biscuit-like characters may be part of the overall flavor/aroma profile. As in the lighter colored versions, diacetyl should not be perceived. Competition directors may create specific styles of rye beer, such as Rye Pale Ale or Rye Brown Ale. A statement by the brewer indicating if the beer is based on a classic style is essential for accurate judging.",,,,,,,,,,2012-03-21 20:06:46,2015-04-07 15:44:12,,,,,,,
qOKA1F,Ruthless Rye IPA,Ruthless Rye IPA,6.6,30,N,verified,Verified,2012-01-04 03:03:07,2018-05-01 12:33:11,https://brewerydb-images.s3.amazonaws.com/beer/qOKA1F/upload_V38noA-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/qOKA1F/upload_V38noA-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/qOKA1F/upload_V38noA-large.png,https://brewerydb-images.s3.amazonaws.com/beer/qOKA1F/upload_V38noA-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/qOKA1F/upload_V38noA-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/qOKA1F/upload_V38noA-contentAwareLarge.png,30,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50,70,6.3,7.5,6,14,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,55,2.0,2.0,Limited,Limited availability.,,
a34mcG,Rye Ale (Aged in Sagamore Rye Whiskey Barrels),Rye Ale (Aged in Sagamore Rye Whiskey Barrels),9.2,117,N,verified,Verified,2020-02-11 20:52:09,2020-02-12 14:34:28,,,,,,,117,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Rye Ale or Lager with or without Yeast,Rye Ale,"Rye beers can be made using either ale or lager yeast. It should be brewed with at least 20 percent rye malt, and low to medium perception of hop bitterness. Hop aroma and flavor can be low to medium-high. These are often versions of classic styles that contain noticeable rye character in balance with other qualities of the beer. A spicy, fruity-estery aroma and flavor are typical but at low levels; however, phenolic, clove-like characteristics should not be perceived. Color is straw to amber, and the body should be light to medium in character. Diacetyl should not be perceived. If this style is packaged and served without yeast, no yeast characters should be evident in mouthfeel, flavor, or aroma. A low level of tannin derived astringency may be perceived. If this style is served with yeast, the character should portray a full yeasty mouthfeel and appear hazy to very cloudy. Yeast flavor and aroma should be low to medium but not overpowering the balance and character of rye and barley malt and hops. Darker versions of this style will be dark amber to dark brown, and the body should be light to medium in character. Roasted malts are optionally evident in aroma and flavor with a low level of roast malt astringency acceptable when appropriately balanced with malt sweetness. Roast malts may be evident as a cocoa/chocolate or caramel character. Aromatic toffee-like, caramel, or biscuit-like characters may be part of the overall flavor/aroma profile. As in the lighter colored versions, diacetyl should not be perceived. Competition directors may create specific styles of rye beer, such as Rye Pale Ale or Rye Brown Ale. A statement by the brewer indicating if the beer is based on a classic style is essential for accurate judging.",,,,,,,,,,2012-03-21 20:06:46,2015-04-07 15:44:12,,,,,,,
VdK5qM,Rye Way 117,Rye Way 117,7.4,126,N,verified,Verified,2014-04-17 11:31:11,2015-12-17 12:16:21,https://brewerydb-images.s3.amazonaws.com/beer/VdK5qM/upload_wV73gc-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/VdK5qM/upload_wV73gc-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/VdK5qM/upload_wV73gc-large.png,https://brewerydb-images.s3.amazonaws.com/beer/VdK5qM/upload_wV73gc-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/VdK5qM/upload_wV73gc-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/VdK5qM/upload_wV73gc-contentAwareLarge.png,126,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Specialty Honey Lager or Ale,Honey Beer,"These beers are brewed using honey in addition to malted barley. Beers may be brewed to a traditional style or may be experimental. Character of honey should be evident in flavor and aroma and balanced with the other components without overpowering them. A statement by the brewer explaining the classic or other style of the beer, and the type of honey used is essential in order for fair assessment in competitions.",,100,2.5,12,1,100,1.03,1.006,1.03,2012-03-21 20:06:46,2015-04-07 15:45:03,,,,,,,
lDDTXD,Ryeday the 13th,Ryeday the 13th,5.5,117,N,verified,Verified,2013-11-21 17:24:48,2015-12-17 08:34:10,https://brewerydb-images.s3.amazonaws.com/beer/lDDTXD/upload_9Wq1Qx-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/lDDTXD/upload_9Wq1Qx-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/lDDTXD/upload_9Wq1Qx-large.png,https://brewerydb-images.s3.amazonaws.com/beer/lDDTXD/upload_9Wq1Qx-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/lDDTXD/upload_9Wq1Qx-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/lDDTXD/upload_9Wq1Qx-contentAwareLarge.png,117,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Rye Ale or Lager with or without Yeast,Rye Ale,"Rye beers can be made using either ale or lager yeast. It should be brewed with at least 20 percent rye malt, and low to medium perception of hop bitterness. Hop aroma and flavor can be low to medium-high. These are often versions of classic styles that contain noticeable rye character in balance with other qualities of the beer. A spicy, fruity-estery aroma and flavor are typical but at low levels; however, phenolic, clove-like characteristics should not be perceived. Color is straw to amber, and the body should be light to medium in character. Diacetyl should not be perceived. If this style is packaged and served without yeast, no yeast characters should be evident in mouthfeel, flavor, or aroma. A low level of tannin derived astringency may be perceived. If this style is served with yeast, the character should portray a full yeasty mouthfeel and appear hazy to very cloudy. Yeast flavor and aroma should be low to medium but not overpowering the balance and character of rye and barley malt and hops. Darker versions of this style will be dark amber to dark brown, and the body should be light to medium in character. Roasted malts are optionally evident in aroma and flavor with a low level of roast malt astringency acceptable when appropriately balanced with malt sweetness. Roast malts may be evident as a cocoa/chocolate or caramel character. Aromatic toffee-like, caramel, or biscuit-like characters may be part of the overall flavor/aroma profile. As in the lighter colored versions, diacetyl should not be perceived. Competition directors may create specific styles of rye beer, such as Rye Pale Ale or Rye Brown Ale. A statement by the brewer indicating if the beer is based on a classic style is essential for accurate judging.",,,,,,,,,,2012-03-21 20:06:46,2015-04-07 15:44:12,,,,,,,
HfX0FF,Scotch Ale Project 1 Blanton's,Scotch Ale Project 1 Blanton's,11.3,8,N,verified,Verified,2019-10-17 13:20:33,2019-10-17 13:20:33,,,,,,,8,1,1,British Origin Ales,2012-03-21 20:06:45,Scottish-Style Heavy Ale,Scottish Heavy,"Scottish heavy ale is moderate in strength and dominated by a smooth, sweet maltiness balanced with low, but perceptible, hop bitterness. Hop flavor or aroma should not be perceived. Scottish heavy ale will have a medium degree of malty, caramel-like, soft and chewy character in flavor and mouthfeel. It has medium body, and fruity esters are very low, if evident. Yeast characters such as diacetyl (butterscotch) and sulfuriness are acceptable at very low levels. The color will range from golden amber to deep brown. Bottled versions of this traditional draft beer may contain higher amounts of carbon dioxide than is typical for mildly carbonated draft versions. Chill haze is acceptable at low temperatures. Though there is little evidence suggesting that traditionally made Scottish-style heavy ales exhibited peat smoke character, the current marketplace offers many Scottish-style heavy ales with peat or smoke character present at low to medium levels. Thus a peaty/smoky character may be evident at low to medium levels (ales with medium-high or higher smoke character would be considered a smoke flavored beer and considered in another category). Scottish-style heavy ales may be split into two subcategories: Traditional (no smoke character) and Peated (low level of peat smoke character).",12,20,3.5,4,10,19,1.035,1.01,1.014,2012-03-21 20:06:45,2015-04-07 15:19:48,,,,,,,
325NwN,Scotch Ale Project 2 Buffalo Trace,Scotch Ale Project 2 Buffalo Trace,11.3,8,N,verified,Verified,2019-10-17 13:07:34,2019-10-17 13:07:35,,,,,,,8,1,1,British Origin Ales,2012-03-21 20:06:45,Scottish-Style Heavy Ale,Scottish Heavy,"Scottish heavy ale is moderate in strength and dominated by a smooth, sweet maltiness balanced with low, but perceptible, hop bitterness. Hop flavor or aroma should not be perceived. Scottish heavy ale will have a medium degree of malty, caramel-like, soft and chewy character in flavor and mouthfeel. It has medium body, and fruity esters are very low, if evident. Yeast characters such as diacetyl (butterscotch) and sulfuriness are acceptable at very low levels. The color will range from golden amber to deep brown. Bottled versions of this traditional draft beer may contain higher amounts of carbon dioxide than is typical for mildly carbonated draft versions. Chill haze is acceptable at low temperatures. Though there is little evidence suggesting that traditionally made Scottish-style heavy ales exhibited peat smoke character, the current marketplace offers many Scottish-style heavy ales with peat or smoke character present at low to medium levels. Thus a peaty/smoky character may be evident at low to medium levels (ales with medium-high or higher smoke character would be considered a smoke flavored beer and considered in another category). Scottish-style heavy ales may be split into two subcategories: Traditional (no smoke character) and Peated (low level of peat smoke character).",12,20,3.5,4,10,19,1.035,1.01,1.014,2012-03-21 20:06:45,2015-04-07 15:19:48,,,,,,,
fLoC5o,Scotch Ale Project 2 Eagle Rare,Scotch Ale Project 2 Eagle Rare,11.3,8,N,verified,Verified,2019-10-17 13:17:20,2019-10-17 13:17:20,,,,,,,8,1,1,British Origin Ales,2012-03-21 20:06:45,Scottish-Style Heavy Ale,Scottish Heavy,"Scottish heavy ale is moderate in strength and dominated by a smooth, sweet maltiness balanced with low, but perceptible, hop bitterness. Hop flavor or aroma should not be perceived. Scottish heavy ale will have a medium degree of malty, caramel-like, soft and chewy character in flavor and mouthfeel. It has medium body, and fruity esters are very low, if evident. Yeast characters such as diacetyl (butterscotch) and sulfuriness are acceptable at very low levels. The color will range from golden amber to deep brown. Bottled versions of this traditional draft beer may contain higher amounts of carbon dioxide than is typical for mildly carbonated draft versions. Chill haze is acceptable at low temperatures. Though there is little evidence suggesting that traditionally made Scottish-style heavy ales exhibited peat smoke character, the current marketplace offers many Scottish-style heavy ales with peat or smoke character present at low to medium levels. Thus a peaty/smoky character may be evident at low to medium levels (ales with medium-high or higher smoke character would be considered a smoke flavored beer and considered in another category). Scottish-style heavy ales may be split into two subcategories: Traditional (no smoke character) and Peated (low level of peat smoke character).",12,20,3.5,4,10,19,1.035,1.01,1.014,2012-03-21 20:06:45,2015-04-07 15:19:48,,,,,,,
IzBcZt,Scotch-Style Ale,Scotch-Style Ale,7.3,15,N,verified,Verified,2015-04-16 21:27:58,2015-12-17 23:54:10,https://brewerydb-images.s3.amazonaws.com/beer/IzBcZt/upload_JcvUhB-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/IzBcZt/upload_JcvUhB-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/IzBcZt/upload_JcvUhB-large.png,https://brewerydb-images.s3.amazonaws.com/beer/IzBcZt/upload_JcvUhB-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/IzBcZt/upload_JcvUhB-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/IzBcZt/upload_JcvUhB-contentAwareLarge.png,15,1,1,British Origin Ales,2012-03-21 20:06:45,Scotch Ale,Scotch Ale,"Scotch ales are overwhelmingly malty and full-bodied. Perception of hop bitterness is very low. Hop flavor and aroma are very low or nonexistent. Color ranges from deep copper to brown. The clean alcohol flavor balances the rich and dominant sweet maltiness in flavor and aroma. A caramel character is often a part of the profile. Dark roasted malt flavors and aroma may be evident at low levels. If present, fruity esters are generally at low aromatic and flavor levels. Low diacetyl levels are acceptable. Chill haze is allowable at cold temperatures. Though there is little evidence suggesting that traditionally made strong Scotch ales exhibited peat smoke character, the current marketplace offers many Scotch Ales with peat or smoke character present at low to medium levels. Thus a peaty/smoky character may be evident at low levels (ales with medium or higher smoke character would be considered a smoke flavored beer and considered in another category). Scotch Ales may be split into two subcategories: Traditional (no smoke character) and Peated (low level of peat smoke character).",25,35,6.2,8,15,30,1.072,1.016,1.028,2012-03-21 20:06:45,2015-04-07 15:21:11,,,,,,,
8vbUYR,Session Rye,Session Rye,4.5,117,N,verified,Verified,2015-10-19 14:52:48,2015-10-19 14:52:48,,,,,,,117,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Rye Ale or Lager with or without Yeast,Rye Ale,"Rye beers can be made using either ale or lager yeast. It should be brewed with at least 20 percent rye malt, and low to medium perception of hop bitterness. Hop aroma and flavor can be low to medium-high. These are often versions of classic styles that contain noticeable rye character in balance with other qualities of the beer. A spicy, fruity-estery aroma and flavor are typical but at low levels; however, phenolic, clove-like characteristics should not be perceived. Color is straw to amber, and the body should be light to medium in character. Diacetyl should not be perceived. If this style is packaged and served without yeast, no yeast characters should be evident in mouthfeel, flavor, or aroma. A low level of tannin derived astringency may be perceived. If this style is served with yeast, the character should portray a full yeasty mouthfeel and appear hazy to very cloudy. Yeast flavor and aroma should be low to medium but not overpowering the balance and character of rye and barley malt and hops. Darker versions of this style will be dark amber to dark brown, and the body should be light to medium in character. Roasted malts are optionally evident in aroma and flavor with a low level of roast malt astringency acceptable when appropriately balanced with malt sweetness. Roast malts may be evident as a cocoa/chocolate or caramel character. Aromatic toffee-like, caramel, or biscuit-like characters may be part of the overall flavor/aroma profile. As in the lighter colored versions, diacetyl should not be perceived. Competition directors may create specific styles of rye beer, such as Rye Pale Ale or Rye Brown Ale. A statement by the brewer indicating if the beer is based on a classic style is essential for accurate judging.",,,,,,,,,,2012-03-21 20:06:46,2015-04-07 15:44:12,31,,,,,,
1qx64W,Shamrock'n Rye Ale,Shamrock'n Rye Ale,6.6,117,N,verified,Verified,2013-02-26 12:40:31,2015-12-17 02:31:28,https://brewerydb-images.s3.amazonaws.com/beer/1qx64W/upload_KUmpTN-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/1qx64W/upload_KUmpTN-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/1qx64W/upload_KUmpTN-large.png,https://brewerydb-images.s3.amazonaws.com/beer/1qx64W/upload_KUmpTN-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/1qx64W/upload_KUmpTN-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/1qx64W/upload_KUmpTN-contentAwareLarge.png,117,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Rye Ale or Lager with or without Yeast,Rye Ale,"Rye beers can be made using either ale or lager yeast. It should be brewed with at least 20 percent rye malt, and low to medium perception of hop bitterness. Hop aroma and flavor can be low to medium-high. These are often versions of classic styles that contain noticeable rye character in balance with other qualities of the beer. A spicy, fruity-estery aroma and flavor are typical but at low levels; however, phenolic, clove-like characteristics should not be perceived. Color is straw to amber, and the body should be light to medium in character. Diacetyl should not be perceived. If this style is packaged and served without yeast, no yeast characters should be evident in mouthfeel, flavor, or aroma. A low level of tannin derived astringency may be perceived. If this style is served with yeast, the character should portray a full yeasty mouthfeel and appear hazy to very cloudy. Yeast flavor and aroma should be low to medium but not overpowering the balance and character of rye and barley malt and hops. Darker versions of this style will be dark amber to dark brown, and the body should be light to medium in character. Roasted malts are optionally evident in aroma and flavor with a low level of roast malt astringency acceptable when appropriately balanced with malt sweetness. Roast malts may be evident as a cocoa/chocolate or caramel character. Aromatic toffee-like, caramel, or biscuit-like characters may be part of the overall flavor/aroma profile. As in the lighter colored versions, diacetyl should not be perceived. Competition directors may create specific styles of rye beer, such as Rye Pale Ale or Rye Brown Ale. A statement by the brewer indicating if the beer is based on a classic style is essential for accurate judging.",,,,,,,,,,2012-03-21 20:06:46,2015-04-07 15:44:12,,2.0,2.0,Limited,Limited availability.,,
FtZRre,Sidcar Orange IPA,Sidcar Orange IPA,6.8,30,N,verified,Verified,2018-09-25 20:10:38,2018-09-25 20:16:14,https://brewerydb-images.s3.amazonaws.com/beer/FtZRre/upload_mUVFru-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/FtZRre/upload_mUVFru-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/FtZRre/upload_mUVFru-large.png,https://brewerydb-images.s3.amazonaws.com/beer/FtZRre/upload_mUVFru-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/FtZRre/upload_mUVFru-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/FtZRre/upload_mUVFru-contentAwareLarge.png,30,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50,70,6.3,7.5,6,14,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,35,,,,,,
lPcmND,SideCar,SideCar,5.6,32,N,verified,Verified,2013-05-10 18:55:13,2017-08-30 17:26:16,https://brewerydb-images.s3.amazonaws.com/beer/lPcmND/upload_U3k5rG-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/lPcmND/upload_U3k5rG-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/lPcmND/upload_U3k5rG-large.png,https://brewerydb-images.s3.amazonaws.com/beer/lPcmND/upload_U3k5rG-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/lPcmND/upload_U3k5rG-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/lPcmND/upload_U3k5rG-contentAwareLarge.png,32,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Amber/Red Ale,Amber,"American amber/red ales range from light copper to light brown in color. They are characterized by American-variety hops used to produce the perception of medium hop bitterness, flavor, and medium aroma. Amber ales have medium-high to high maltiness with medium to low caramel character. They should have medium to medium-high body. The style may have low levels of fruityester flavor and aroma. Diacetyl can be either absent or barely perceived at very low levels. Chill haze is allowable at cold temperatures. Slight yeast haze is acceptable for bottle-conditioned products.",30,40,4.5,6,11,18,1.048,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:52,,,,,,,
LB8JzL,Sidecar Orange Pale Ale,Sidecar Orange Pale Ale,5.6,25,N,verified,Verified,2016-12-19 20:48:21,2017-08-02 12:59:12,,,,,,,25,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Pale Ale,American Pale,"American pale ales range from deep golden to copper in color. The style is characterized by fruity, floral and citrus-like American-variety hop character producing medium to medium-high hop bitterness, flavor, and aroma. Note that the ""traditional"" style of this beer has its origins with certain floral, fruity, citrus-like, piney, resinous, or sulfur-like American hop varietals. One or more of these hop characters is the perceived end, but the perceived hop characters may be a result of the skillful use of hops of other national origins. American pale ales have medium body and low to medium maltiness. Low caramel character is allowable. Fruity-ester flavor and aroma should be moderate to strong. Diacetyl should be absent or present at very low levels. Chill haze is allowable at cold temperatures.",30,42,4.5,5.6,6,14,1.044,1.008,1.014,2012-03-21 20:06:45,2015-04-07 15:25:18,35,,,,,,
