id,name,nameDisplay,abv,styleId,isRetired,status,statusDisplay,createDate,updateDate,style.id,style.categoryId,style.category.id,style.category.name,style.category.createDate,style.name,style.shortName,style.description,style.ibuMin,style.ibuMax,style.abvMin,style.abvMax,style.srmMin,style.srmMax,style.ogMin,style.fgMin,style.fgMax,style.createDate,style.updateDate,labels.icon,labels.medium,labels.large,labels.contentAwareIcon,labels.contentAwareMedium,labels.contentAwareLarge,availableId,available.id,available.name,available.description,ibu,style.category.description,style.category.updateDate,style.ogMax
AczQvz,Passion - Fruit - Rita,Passion - Fruit - Rita,8,161,N,verified,Verified,2019-04-23 20:04:39,2019-04-23 20:05:38,161,14,14,Malternative Beverages,2014-07-10 14:11:26,Flavored Malt Beverage,Flavored Malt Beverage,"Flavored malt beverages are brewery products that are different from traditional malt beverages like malt liquor, ales, and lagers in several aspects. Flavored malt beverages exhibit little or no traditional beer or malt beverage flavor characteristics. Their flavor is primarily derived from added flavoring rather than from malt and other materials used in fermentation. However,  flavored malt beverages are marketed in traditional beer bottles and cans and distributed to the alcohol beverage market through beer and malt beverage wholesalers. Their alcohol content is similar to other malt beverages – in the range of 4-6% alcohol by volume.",,,4,6,,,,,,2014-07-10 14:15:20,2015-04-07 15:49:43,https://brewerydb-images.s3.amazonaws.com/beer/AczQvz/upload_kcmxYq-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/AczQvz/upload_kcmxYq-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/AczQvz/upload_kcmxYq-large.png,https://brewerydb-images.s3.amazonaws.com/beer/AczQvz/upload_kcmxYq-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/AczQvz/upload_kcmxYq-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/AczQvz/upload_kcmxYq-contentAwareLarge.png,,,,,,"Malternative Beverages, also known as ""ready-to-drink"" beverages, are sweet, sometime carbonated, beverages that are low in alcohol.",2014-07-10 14:20:24,
dRGLDH,Peach-a-Rita,Peach-a-Rita,8,161,N,verified,Verified,2018-07-30 14:33:54,2018-07-30 14:34:12,161,14,14,Malternative Beverages,2014-07-10 14:11:26,Flavored Malt Beverage,Flavored Malt Beverage,"Flavored malt beverages are brewery products that are different from traditional malt beverages like malt liquor, ales, and lagers in several aspects. Flavored malt beverages exhibit little or no traditional beer or malt beverage flavor characteristics. Their flavor is primarily derived from added flavoring rather than from malt and other materials used in fermentation. However,  flavored malt beverages are marketed in traditional beer bottles and cans and distributed to the alcohol beverage market through beer and malt beverage wholesalers. Their alcohol content is similar to other malt beverages – in the range of 4-6% alcohol by volume.",,,4,6,,,,,,2014-07-10 14:15:20,2015-04-07 15:49:43,https://brewerydb-images.s3.amazonaws.com/beer/dRGLDH/upload_8DTe1k-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/dRGLDH/upload_8DTe1k-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/dRGLDH/upload_8DTe1k-large.png,https://brewerydb-images.s3.amazonaws.com/beer/dRGLDH/upload_8DTe1k-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/dRGLDH/upload_8DTe1k-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/dRGLDH/upload_8DTe1k-contentAwareLarge.png,,,,,,"Malternative Beverages, also known as ""ready-to-drink"" beverages, are sweet, sometime carbonated, beverages that are low in alcohol.",2014-07-10 14:20:24,
NAfiYn,Pine-Apple-Rita,Pine-Apple-Rita,8,161,N,verified,Verified,2018-07-27 17:04:57,2018-07-27 17:07:07,161,14,14,Malternative Beverages,2014-07-10 14:11:26,Flavored Malt Beverage,Flavored Malt Beverage,"Flavored malt beverages are brewery products that are different from traditional malt beverages like malt liquor, ales, and lagers in several aspects. Flavored malt beverages exhibit little or no traditional beer or malt beverage flavor characteristics. Their flavor is primarily derived from added flavoring rather than from malt and other materials used in fermentation. However,  flavored malt beverages are marketed in traditional beer bottles and cans and distributed to the alcohol beverage market through beer and malt beverage wholesalers. Their alcohol content is similar to other malt beverages – in the range of 4-6% alcohol by volume.",,,4,6,,,,,,2014-07-10 14:15:20,2015-04-07 15:49:43,https://brewerydb-images.s3.amazonaws.com/beer/NAfiYn/upload_TPayI6-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/NAfiYn/upload_TPayI6-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/NAfiYn/upload_TPayI6-large.png,https://brewerydb-images.s3.amazonaws.com/beer/NAfiYn/upload_TPayI6-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/NAfiYn/upload_TPayI6-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/NAfiYn/upload_TPayI6-contentAwareLarge.png,,,,,,"Malternative Beverages, also known as ""ready-to-drink"" beverages, are sweet, sometime carbonated, beverages that are low in alcohol.",2014-07-10 14:20:24,
WUHF66,Rascal's Wild Red,Rascal's Wild Red,8,119,N,verified,Verified,2014-08-28 17:52:15,2014-08-28 17:52:15,119,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Fruit Beer,Fruit Beer,"Fruit beers are any beers using fruit or fruit extracts as an adjunct in either, the mash, kettle, primary or secondary fermentation providing obvious (ranging from subtle to intense), yet harmonious, fruit qualities. Fruit qualities should not be overpowered by hop character. If a fruit (such as juniper berry) has an herbal or spice quality, it is more appropriate to consider it in the herb and spice beers category. Acidic bacterial (not wild yeast) fermentation characters may be evident (but not necessary) they would contribute to acidity and enhance fruity balance. Clear or hazy beer is acceptable in appearance. A statement by the brewer explaining what fruits are used is essential in order for fair assessment in competitions. If this beer is a classic style with fruit, the brewer should also specify the classic style.",5,70,2.5,12,5,50,1.03,1.006,1.03,2012-03-21 20:06:46,2015-04-07 15:44:21,,,,,,,,,,,,,,
NCsyAW,Raz-Ber-Rita,Raz-Ber-Rita,8,161,N,verified,Verified,2015-01-07 13:39:58,2020-01-14 20:46:50,161,14,14,Malternative Beverages,2014-07-10 14:11:26,Flavored Malt Beverage,Flavored Malt Beverage,"Flavored malt beverages are brewery products that are different from traditional malt beverages like malt liquor, ales, and lagers in several aspects. Flavored malt beverages exhibit little or no traditional beer or malt beverage flavor characteristics. Their flavor is primarily derived from added flavoring rather than from malt and other materials used in fermentation. However,  flavored malt beverages are marketed in traditional beer bottles and cans and distributed to the alcohol beverage market through beer and malt beverage wholesalers. Their alcohol content is similar to other malt beverages – in the range of 4-6% alcohol by volume.",,,4,6,,,,,,2014-07-10 14:15:20,2015-04-07 15:49:43,https://brewerydb-images.s3.amazonaws.com/beer/NCsyAW/upload_Da9ZRK-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/NCsyAW/upload_Da9ZRK-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/NCsyAW/upload_Da9ZRK-large.png,https://brewerydb-images.s3.amazonaws.com/beer/NCsyAW/upload_Da9ZRK-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/NCsyAW/upload_Da9ZRK-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/NCsyAW/upload_Da9ZRK-contentAwareLarge.png,,,,,,"Malternative Beverages, also known as ""ready-to-drink"" beverages, are sweet, sometime carbonated, beverages that are low in alcohol.",2014-07-10 14:20:24,
7aeVlx,Redbridge,Redbridge,4,127,N,verified,Verified,2012-01-03 02:44:04,2018-08-16 18:19:26,127,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Gluten-Free Beer,Gluten-Free Beer,"A beer (lager, ale or other) that is made from fermentable sugars, grains and converted carbohydrates. Ingredients do not contain gluten, in other words zero gluten (No barley, wheat, spelt, oats, rye, etc). May or may not contain malted grains that do not contain gluten. Brewers may or may not design and identify these beers along other style guidelines with regard to flavor, aroma and appearance profile. The beer's overall balance and character should be based on its own merits and not necessarily compared with traditional styles of beer. In competitions, brewers identify ingredients and fermentation type. NOTE: These guidelines do not supersede any government regulations. Wine, mead, flavored malt beverages or beverages other than beer as defined by the TTB (U.S. Trade and Tax Bureau) are not considered ""gluten-free beer"" under these guidelines.",,,,,,,,,,2012-03-21 20:06:46,2015-04-07 15:45:08,https://brewerydb-images.s3.amazonaws.com/beer/7aeVlx/upload_1aA3DN-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/7aeVlx/upload_1aA3DN-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/7aeVlx/upload_1aA3DN-large.png,https://brewerydb-images.s3.amazonaws.com/beer/7aeVlx/upload_1aA3DN-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/7aeVlx/upload_1aA3DN-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/7aeVlx/upload_1aA3DN-contentAwareLarge.png,1.0,1.0,Year Round,Available year round as a staple beer.,,,,
qWIxdn,RITAS Key Lime Mojito Fizz,RITAS Key Lime Mojito Fizz,10,125,N,verified,Verified,2020-04-03 14:25:27,2020-04-03 14:25:27,125,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Specialty Beer,Specialty,"These beers are brewed using unusual fermentable sugars, grains and starches that contribute to alcohol content other than, or in addition to, malted barley. Nuts generally have some degree of fermentables, thus beers brewed with nuts would appropriately be entered in this category. The distinctive characters of these special ingredients should be evident either in the aroma, flavor or overall balance of the beer, but not necessarily in overpowering quantities. For example, maple syrup or potatoes would be considered unusual. Rice, corn, or wheat are not considered unusual. Special ingredients must be listed when competing. A statement by the brewer explaining the special nature of the beer, ingredient(s) and achieved character is essential in order for fair assessment in competitions. If this beer is a classic style with some specialty ingredient(s), the brewer should also specify the classic style. Guidelines for competing: Spiced beers using unusual fermentables should be entered in the experimental category. Fruit beers using unusual fermentables should be entered in the fruit beer category.",,100,2.5,25,1,100,1.03,1.006,1.03,2012-03-21 20:06:46,2015-04-07 15:44:53,,,,,,,,,,,,,,
59kZwf,RITAS Passion Fruit Cosmo Fizz,RITAS Passion Fruit Cosmo Fizz,6,125,N,verified,Verified,2020-04-03 14:28:56,2020-04-03 14:28:56,125,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Specialty Beer,Specialty,"These beers are brewed using unusual fermentable sugars, grains and starches that contribute to alcohol content other than, or in addition to, malted barley. Nuts generally have some degree of fermentables, thus beers brewed with nuts would appropriately be entered in this category. The distinctive characters of these special ingredients should be evident either in the aroma, flavor or overall balance of the beer, but not necessarily in overpowering quantities. For example, maple syrup or potatoes would be considered unusual. Rice, corn, or wheat are not considered unusual. Special ingredients must be listed when competing. A statement by the brewer explaining the special nature of the beer, ingredient(s) and achieved character is essential in order for fair assessment in competitions. If this beer is a classic style with some specialty ingredient(s), the brewer should also specify the classic style. Guidelines for competing: Spiced beers using unusual fermentables should be entered in the experimental category. Fruit beers using unusual fermentables should be entered in the fruit beer category.",,100,2.5,25,1,100,1.03,1.006,1.03,2012-03-21 20:06:46,2015-04-07 15:44:53,,,,,,,,,,,,,,
tLtn1P,RITAS Pear Orange Sangria Spritz,RITAS Pear Orange Sangria Spritz,6,161,N,verified,Verified,2019-04-24 20:11:09,2019-04-24 20:11:09,161,14,14,Malternative Beverages,2014-07-10 14:11:26,Flavored Malt Beverage,Flavored Malt Beverage,"Flavored malt beverages are brewery products that are different from traditional malt beverages like malt liquor, ales, and lagers in several aspects. Flavored malt beverages exhibit little or no traditional beer or malt beverage flavor characteristics. Their flavor is primarily derived from added flavoring rather than from malt and other materials used in fermentation. However,  flavored malt beverages are marketed in traditional beer bottles and cans and distributed to the alcohol beverage market through beer and malt beverage wholesalers. Their alcohol content is similar to other malt beverages – in the range of 4-6% alcohol by volume.",,,4,6,,,,,,2014-07-10 14:15:20,2015-04-07 15:49:43,,,,,,,,,,,,"Malternative Beverages, also known as ""ready-to-drink"" beverages, are sweet, sometime carbonated, beverages that are low in alcohol.",2014-07-10 14:20:24,
VfcbAq,RITAS Strawberry Blueberry Sangria Spritz,RITAS Strawberry Blueberry Sangria Spritz,6,161,N,verified,Verified,2019-04-24 20:13:14,2019-04-24 20:14:13,161,14,14,Malternative Beverages,2014-07-10 14:11:26,Flavored Malt Beverage,Flavored Malt Beverage,"Flavored malt beverages are brewery products that are different from traditional malt beverages like malt liquor, ales, and lagers in several aspects. Flavored malt beverages exhibit little or no traditional beer or malt beverage flavor characteristics. Their flavor is primarily derived from added flavoring rather than from malt and other materials used in fermentation. However,  flavored malt beverages are marketed in traditional beer bottles and cans and distributed to the alcohol beverage market through beer and malt beverage wholesalers. Their alcohol content is similar to other malt beverages – in the range of 4-6% alcohol by volume.",,,4,6,,,,,,2014-07-10 14:15:20,2015-04-07 15:49:43,https://brewerydb-images.s3.amazonaws.com/beer/VfcbAq/upload_X35Tum-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/VfcbAq/upload_X35Tum-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/VfcbAq/upload_X35Tum-large.png,https://brewerydb-images.s3.amazonaws.com/beer/VfcbAq/upload_X35Tum-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/VfcbAq/upload_X35Tum-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/VfcbAq/upload_X35Tum-contentAwareLarge.png,,,,,,"Malternative Beverages, also known as ""ready-to-drink"" beverages, are sweet, sometime carbonated, beverages that are low in alcohol.",2014-07-10 14:20:24,
Sq1lnE,RITAS Strawberry Mojito Fizz,RITAS Strawberry Mojito Fizz,10,125,N,verified,Verified,2020-04-03 14:27:07,2020-04-03 14:27:07,125,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Specialty Beer,Specialty,"These beers are brewed using unusual fermentable sugars, grains and starches that contribute to alcohol content other than, or in addition to, malted barley. Nuts generally have some degree of fermentables, thus beers brewed with nuts would appropriately be entered in this category. The distinctive characters of these special ingredients should be evident either in the aroma, flavor or overall balance of the beer, but not necessarily in overpowering quantities. For example, maple syrup or potatoes would be considered unusual. Rice, corn, or wheat are not considered unusual. Special ingredients must be listed when competing. A statement by the brewer explaining the special nature of the beer, ingredient(s) and achieved character is essential in order for fair assessment in competitions. If this beer is a classic style with some specialty ingredient(s), the brewer should also specify the classic style. Guidelines for competing: Spiced beers using unusual fermentables should be entered in the experimental category. Fruit beers using unusual fermentables should be entered in the fruit beer category.",,100,2.5,25,1,100,1.03,1.006,1.03,2012-03-21 20:06:46,2015-04-07 15:44:53,,,,,,,,,,,,,,
eiSAiX,RITAS White Peach Rose Spritz,RITAS White Peach Rose Spritz,6,161,N,verified,Verified,2019-04-24 20:06:13,2019-04-24 20:07:05,161,14,14,Malternative Beverages,2014-07-10 14:11:26,Flavored Malt Beverage,Flavored Malt Beverage,"Flavored malt beverages are brewery products that are different from traditional malt beverages like malt liquor, ales, and lagers in several aspects. Flavored malt beverages exhibit little or no traditional beer or malt beverage flavor characteristics. Their flavor is primarily derived from added flavoring rather than from malt and other materials used in fermentation. However,  flavored malt beverages are marketed in traditional beer bottles and cans and distributed to the alcohol beverage market through beer and malt beverage wholesalers. Their alcohol content is similar to other malt beverages – in the range of 4-6% alcohol by volume.",,,4,6,,,,,,2014-07-10 14:15:20,2015-04-07 15:49:43,https://brewerydb-images.s3.amazonaws.com/beer/eiSAiX/upload_yi2P4W-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/eiSAiX/upload_yi2P4W-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/eiSAiX/upload_yi2P4W-large.png,https://brewerydb-images.s3.amazonaws.com/beer/eiSAiX/upload_yi2P4W-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/eiSAiX/upload_yi2P4W-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/eiSAiX/upload_yi2P4W-contentAwareLarge.png,,,,,,"Malternative Beverages, also known as ""ready-to-drink"" beverages, are sweet, sometime carbonated, beverages that are low in alcohol.",2014-07-10 14:20:24,
mcvkTZ,Safari Amber,Safari Amber,5,32,N,verified,Verified,2018-04-28 19:33:25,2018-05-10 18:56:12,32,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Amber/Red Ale,Amber,"American amber/red ales range from light copper to light brown in color. They are characterized by American-variety hops used to produce the perception of medium hop bitterness, flavor, and medium aroma. Amber ales have medium-high to high maltiness with medium to low caramel character. They should have medium to medium-high body. The style may have low levels of fruityester flavor and aroma. Diacetyl can be either absent or barely perceived at very low levels. Chill haze is allowable at cold temperatures. Slight yeast haze is acceptable for bottle-conditioned products.",30,40,4.5,6,11,18,1.048,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:52,,,,,,,,,,,,,,
gvFuE2,Select 55,Select 55,4,94,N,verified,Verified,2012-01-03 02:44:12,2018-07-25 17:29:08,94,8,8,North American Lager,2012-03-21 20:06:46,American-Style Light (Low Calorie) Lager,American Light Lager,"These beers are extremely light colored, light in body, and high in carbonation. Calorie level should not exceed 125 per 12 ounce serving. Corn, rice, or other grain or sugar adjuncts are often used. Flavor is mild and hop bitterness and aroma is negligible to very low. Light fruity esters are acceptable. Chill haze and diacetyl should be absent.",5,10,3.5,4.4,2,4,1.024,1.002,1.008,2012-03-21 20:06:46,2015-04-07 15:39:35,https://brewerydb-images.s3.amazonaws.com/beer/gvFuE2/upload_VHdT7V-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/gvFuE2/upload_VHdT7V-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/gvFuE2/upload_VHdT7V-large.png,https://brewerydb-images.s3.amazonaws.com/beer/gvFuE2/upload_VHdT7V-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/gvFuE2/upload_VHdT7V-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/gvFuE2/upload_VHdT7V-contentAwareLarge.png,1.0,1.0,Year Round,Available year round as a staple beer.,,,,
uAYQwf,Shadow's Wild Black,Shadow's Wild Black,8,119,N,verified,Verified,2014-08-28 17:49:28,2014-08-28 17:49:28,119,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Fruit Beer,Fruit Beer,"Fruit beers are any beers using fruit or fruit extracts as an adjunct in either, the mash, kettle, primary or secondary fermentation providing obvious (ranging from subtle to intense), yet harmonious, fruit qualities. Fruit qualities should not be overpowered by hop character. If a fruit (such as juniper berry) has an herbal or spice quality, it is more appropriate to consider it in the herb and spice beers category. Acidic bacterial (not wild yeast) fermentation characters may be evident (but not necessary) they would contribute to acidity and enhance fruity balance. Clear or hazy beer is acceptable in appearance. A statement by the brewer explaining what fruits are used is essential in order for fair assessment in competitions. If this beer is a classic style with fruit, the brewer should also specify the classic style.",5,70,2.5,12,5,50,1.03,1.006,1.03,2012-03-21 20:06:46,2015-04-07 15:44:21,,,,,,,1.0,1.0,Year Round,Available year round as a staple beer.,,,,
8ftXVJ,Six Grain Harvest Lager (Batch No. 63118),Six Grain Harvest Lager (Batch No. 63118),5.5,93,N,verified,Verified,2014-02-15 12:55:28,2015-12-17 09:35:33,93,8,8,North American Lager,2012-03-21 20:06:46,American-Style Lager,American Lager,"Light in body and very light to straw in color, American lagers are very clean and crisp and aggressively carbonated. Flavor components should b e subtle and complex, with no one ingredient dominating the others. Malt sweetness is light to mild. Corn, rice, or other grain or sugar adjuncts are often used. Hop bitterness, flavor and aroma are negligible to very light. Light fruity esters are acceptable. Chill haze and diacetyl should be absent.",5,13,3.8,5,2,4,1.04,1.006,1.01,2012-03-21 20:06:46,2015-04-07 15:39:26,https://brewerydb-images.s3.amazonaws.com/beer/8ftXVJ/upload_64YXiA-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/8ftXVJ/upload_64YXiA-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/8ftXVJ/upload_64YXiA-large.png,https://brewerydb-images.s3.amazonaws.com/beer/8ftXVJ/upload_64YXiA-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/8ftXVJ/upload_64YXiA-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/8ftXVJ/upload_64YXiA-contentAwareLarge.png,2.0,2.0,Limited,Limited availability.,,,,
i1jKN5,Spring Heat Spiced Wheat,Spring Heat Spiced Wheat,5.2,65,Y,verified,Verified,2012-01-03 02:44:16,2018-11-02 02:13:07,65,5,5,Belgian And French Origin Ales,2012-03-21 20:06:46,Belgian-Style White (or Wit) / Belgian-Style Wheat,Witbier,Belgian white ales are very pale in color and are brewed using unmalted wheat and malted barley and are spiced with coriander and orange peel. Coriander and light orange peel aroma should be perceived as such or as an unidentified spiciness. Phenolic spiciness and yeast flavors may be evident at mild levels. These beers are traditionally bottle conditioned and served cloudy. An unfiltered starch and yeast haze should be part of the appearance. The low to medium body should have some degree of creaminess from wheat starch. The style is further characterized by the use of noble-type hops to achieve low hop bitterness and little to no apparent hop flavor. This beer has no diacetyl and a low to medium fruity-ester level. Mild acidity is appropriate.,10,17,4.8,5.2,2,4,1.044,1.006,1.01,2012-03-21 20:06:46,2015-04-07 15:32:30,https://brewerydb-images.s3.amazonaws.com/beer/i1jKN5/upload_5TgBqo-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/i1jKN5/upload_5TgBqo-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/i1jKN5/upload_5TgBqo-large.png,https://brewerydb-images.s3.amazonaws.com/beer/i1jKN5/upload_5TgBqo-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/i1jKN5/upload_5TgBqo-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/i1jKN5/upload_5TgBqo-contentAwareLarge.png,3.0,3.0,Not Available,Beer is not currently available.,,,,
eBelPz,Stone Mill Organic Pale Ale,Stone Mill Organic Pale Ale,5.5,25,N,verified,Verified,2012-01-03 02:43:18,2015-04-15 14:41:38,25,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Pale Ale,American Pale,"American pale ales range from deep golden to copper in color. The style is characterized by fruity, floral and citrus-like American-variety hop character producing medium to medium-high hop bitterness, flavor, and aroma. Note that the ""traditional"" style of this beer has its origins with certain floral, fruity, citrus-like, piney, resinous, or sulfur-like American hop varietals. One or more of these hop characters is the perceived end, but the perceived hop characters may be a result of the skillful use of hops of other national origins. American pale ales have medium body and low to medium maltiness. Low caramel character is allowable. Fruity-ester flavor and aroma should be moderate to strong. Diacetyl should be absent or present at very low levels. Chill haze is allowable at cold temperatures.",30,42,4.5,5.6,6,14,1.044,1.008,1.014,2012-03-21 20:06:45,2015-04-07 15:25:18,,,,,,,,,,,,,,
PB49EI,Sun Dog Amber Wheat,Sun Dog Amber Wheat,5.3,116,N,verified,Verified,2012-01-03 02:44:19,2020-02-19 00:49:26,116,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,American-Style Wheat Beer,Wheat Ale,These beers can be fermented with either ale or lager yeast. The grist should include at least 30 percent malted wheat.,10,35,3.5,5.6,2,10,1.036,1.004,1.016,2012-03-21 20:06:46,2020-02-19 00:55:12,,,,,,,,,,,,,,1.056
Xv2EIK,Tequiza,Tequiza,4.5,105,Y,verified,Verified,2012-09-03 13:58:58,2018-11-02 02:13:07,105,9,9,Other Lager,2012-03-21 20:06:46,"Australasian, Latin American or Tropical-Style Light Lager",Tropical Light Lager,"Australasian or Tropical light lagers are very light in color and light bodied. They have no hop flavor or aroma, and hop bitterness is negligibly to moderately perceived. Sugar adjuncts are often used to lighten the body and flavor, sometimes contributing to a slight apple-like-like fruity ester. Sugar, corn, rice, and other cereal grains are used as an adjunct. Chill haze and diacetyl should be absent. Fruity esters should be very low.",9,18,3.8,5,2,5,1.038,1.006,1.01,2012-03-21 20:06:46,2015-04-07 15:42:08,,,,,,,3.0,3.0,Not Available,Beer is not currently available.,,,,
Fkz9Mi,Water-melon-Rita,Water-melon-Rita,8,161,N,verified,Verified,2018-07-30 14:42:49,2018-07-30 14:43:24,161,14,14,Malternative Beverages,2014-07-10 14:11:26,Flavored Malt Beverage,Flavored Malt Beverage,"Flavored malt beverages are brewery products that are different from traditional malt beverages like malt liquor, ales, and lagers in several aspects. Flavored malt beverages exhibit little or no traditional beer or malt beverage flavor characteristics. Their flavor is primarily derived from added flavoring rather than from malt and other materials used in fermentation. However,  flavored malt beverages are marketed in traditional beer bottles and cans and distributed to the alcohol beverage market through beer and malt beverage wholesalers. Their alcohol content is similar to other malt beverages – in the range of 4-6% alcohol by volume.",,,4,6,,,,,,2014-07-10 14:15:20,2015-04-07 15:49:43,https://brewerydb-images.s3.amazonaws.com/beer/Fkz9Mi/upload_2YVDFR-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/Fkz9Mi/upload_2YVDFR-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/Fkz9Mi/upload_2YVDFR-large.png,https://brewerydb-images.s3.amazonaws.com/beer/Fkz9Mi/upload_2YVDFR-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/Fkz9Mi/upload_2YVDFR-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/Fkz9Mi/upload_2YVDFR-contentAwareLarge.png,,,,,,"Malternative Beverages, also known as ""ready-to-drink"" beverages, are sweet, sometime carbonated, beverages that are low in alcohol.",2014-07-10 14:20:24,
InYD5U,Wild Blue Blueberry Lager,Wild Blue Blueberry Lager,8,68,N,verified,Verified,2012-01-03 02:44:31,2014-02-24 01:23:10,68,5,5,Belgian And French Origin Ales,2012-03-21 20:06:46,Belgian-Style Fruit Lambic,Fruit Lambic,"These beers, also known by the names framboise, kriek, peche, cassis, etc., are characterized by fruit flavors and aromas. The color reflects the choice of fruit. Sourness is an important part of the flavor profile, though sweetness may compromise the intensity. These flavored lambic beers may be very dry or mildly sweet and range from a dry to a full-bodied mouthfeel. Characteristic horsey, goaty, leathery and phenolic character evolved from Brettanomyces yeast is often present at moderate levels. Vanillin and other woody flavors should not be evident. Versions of this beer made outside of the Brussels area of Belgium cannot be true lambics. These versions are said to be ""lambic-style"" and may be made to resemble many of the beers of true origin. Historically, traditional lambics are dry and completely attenuated, exhibiting no residual sweetness either from malt, sugar, fruit or artificial sweeteners. Some versions often have a degree of sweetness, contributed by fruit sugars, other sugars or artificial sweeteners. Competition organizers may choose to subcategorize this style into A) Traditional and B) Sweet.  Artificial sweeteners are sometimes used in some brands.",15,21,5.6,8.6,,,1.04,1.008,1.016,2012-03-21 20:06:46,2015-04-07 15:32:47,,,,,,,,,,,,,,
nwNOxm,ZiegenBock Amber,ZiegenBock Amber,4.9,101,N,verified,Verified,2012-01-03 02:44:34,2015-12-16 03:49:00,101,8,8,North American Lager,2012-03-21 20:06:46,American-Style Amber Lager,American Amber Lager,"American-style amber lagers are light amber to amber or copper colored. They are medium bodied. There is a noticeable degree of caramel-type malt character in flavor and often in aroma. This is a broad category in which the hop bitterness, flavor, and aroma may be accentuated or may only be present at relatively low levels, yet noticeable. Fruity esters, diacetyl, and chill haze should be absent.",18,30,4.8,5.4,6,14,1.042,1.01,1.018,2012-03-21 20:06:46,2015-04-07 15:41:26,https://brewerydb-images.s3.amazonaws.com/beer/nwNOxm/upload_a3PCzZ-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/nwNOxm/upload_a3PCzZ-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/nwNOxm/upload_a3PCzZ-large.png,https://brewerydb-images.s3.amazonaws.com/beer/nwNOxm/upload_a3PCzZ-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/nwNOxm/upload_a3PCzZ-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/nwNOxm/upload_a3PCzZ-contentAwareLarge.png,,,,,,,,
